title,year,numPages,DOI
Mining large software compilations over time: another perspective of software evolution.,2006,7,10.1145/1137983.1137986
An extensive dataset of UML models in GitHub.,2017,4,10.1109/MSR.2017.48
"FLOSS 2013: a survey dataset about free software contributors: challenges for curating, sharing, and combining.",2014,4,10.1145/2597073.2597129
FaST: A linear time stack trace alignment heuristic for crash report deduplication.,2022,12,10.1145/3524842.3527951
A Soft Alignment Model for Bug Deduplication.,2020,11,10.1145/3379597.3387470
How Distributed Version Control Systems impact open source software projects.,2012,4,10.1109/MSR.2012.6224297
SnipGen: A Mining Repository Framework for Evaluating LLMs for Code.,2025,5,10.1109/MSR66628.2025.00084
Empirical study on the relationship between developer's working habits and efficiency.,2018,4,10.1145/3196398.3196458
Improving change recommendation using aggregated association rules.,2016,12,10.1145/2901739.2901756
Not all Dockerfile Smells are the Same: An Empirical Evaluation of Hadolint Writing Practices by Experts.,2024,11,10.1145/3643991.3644905
Geographic Diversity in Public Code Contributions: An Exploratory Large-Scale Study Over 50 Years.,2022,6,10.1145/3524842.3528471
Implementing quality metrics and goals at the corporate level.,2011,10,10.1145/1985441.1985459
Analysis of customer satisfaction survey data.,2012,10,10.1109/MSR.2012.6224304
Comparing repositories visually with repograms.,2016,12,10.1145/2901739.2901768
"GreenSource: a large-scale collection of Android code, tests and energy metrics.",2019,5,10.1109/MSR.2019.00035
Enabling Analysis and Reasoning on Software Systems through Knowledge Graph Representation.,2023,5,10.1109/MSR59073.2023.00029
Profiling call changes via motif mining.,2018,12,10.1145/3196398.3196426
WeakSATD: Detecting Weak Self-admitted Technical Debt.,2022,6,10.1145/3524842.3528469
Studying Versioning Information to Understand Inheritance Hierarchy Changes.,2007,,10.1109/MSR.2007.30
Cohort Studies for Mining Software Repositories.,2024,2,10.1145/3643991.3649103
Model-Agnostic Syntactical Information for Pre-Trained Programming Language Models.,2023,11,10.1109/MSR59073.2023.00036
Rediscovery datasets: connecting duplicate reports.,2017,4,10.1109/MSR.2017.50
An empirical analysis of the FixCache algorithm.,2011,4,10.1145/1985441.1985475
The evolution of data races.,2012,4,10.1109/MSR.2012.6224277
On the Taxonomy of Developers' Discussion Topics with ChatGPT.,2024,5,10.1145/3643991.3645080
Detecting similar Java classes using tree algorithms.,2006,7,10.1145/1137983.1138000
"Are These Bugs Really ""Normal""?",2015,11,10.1109/MSR.2015.31
"Bugs.jar: a large-scale, diverse dataset of real-world Java bugs.",2018,4,10.1145/3196398.3196473
MaLAware: Automating the Comprehension of Malicious Software Behaviours using Large Language Models (LLMs).,2025,5,10.1109/MSR66628.2025.00037
Understanding the evolution of type-3 clones: an exploratory study.,2013,10,10.1109/MSR.2013.6624021
A discriminative model approach for suggesting tags automatically for stack overflow questions.,2013,4,10.1109/MSR.2013.6624009
A dataset for maven artifacts and bug patterns found in them.,2014,4,10.1145/2597073.2597134
Understanding the Popularity of Packages in Maven Ecosystem.,2025,5,10.1109/MSR66628.2025.00067
How Much Do Code Language Models Remember? An Investigation on Data Extraction Attacks Before and After Fine-tuning.,2025,13,10.1109/MSR66628.2025.00080
GuiEvo: Automated Evolution of Mobile Application GUIs.,2024,13,10.1145/3643991.3644936
TriggerZoo: A Dataset of Android Applications Automatically Infected with Logic Bombs.,2022,5,10.1145/3524842.3528020
AndroLibZoo: A Reliable Dataset of Libraries Based on Software Dependency Analysis.,2024,5,10.1145/3643991.3644866
Restmule: enabling resilient clients for remote APIs.,2018,5,10.1145/3196398.3196405
Judging a commit by its cover: correlating commit message entropy with build status on travis-CI.,2016,4,10.1145/2901739.2903493
Tell Me Who Are You Talking to and I Will Tell You What Issues Need Your Skills.,2023,13,10.1109/MSR59073.2023.00087
Can I Solve It? Identifying APIs Required to Complete OSS Tasks.,2021,-88,10.1109/MSR52588.2021.00047
Unveiling the Relationship Between Continuous Integration and Code Coverage.,2023,13,10.1109/MSR59073.2023.00043
CoPhi - Mining C/C++ Packages for Conan Ecosystem Analysis.,2025,5,10.1109/MSR66628.2025.00092
Finding file clones in FreeBSD Ports Collection.,2010,4,10.1109/MSR.2010.5463293
A Dataset for API Usage.,2015,4,10.1109/MSR.2015.75
Data-driven solutions to detect API compatibility issues in Android: an empirical study.,2019,11,10.1109/MSR.2019.00055
Hash4Patch: A Lightweight Low False Positive Tool for Finding Vulnerability Patch Commits.,2024,5,10.1145/3643991.3644871
TypeScript's Evolution: An Analysis of Feature Adoption Over Time.,2023,6,10.1109/MSR59073.2023.00027
Evaluating process quality in GNOME based on change request data.,2009,4,10.1109/MSR.2009.5069485
Structured information on state and evolution of dockerfiles on github.,2018,4,10.1145/3196398.3196456
Tracing back log data to its log statement: from research to practice.,2019,5,10.1109/MSR.2019.00081
microSecEnD: A Dataset of Security-Enriched Dataflow Diagrams for Microservice Applications.,2023,5,10.1109/MSR59073.2023.00030
Predicting Defects and Changes with Import Relations.,2007,,10.1109/MSR.2007.24
"MSR Challenge 2011: Eclipse, Netbeans, Firefox, and Chrome.",2011,3,10.1145/1985441.1985478
Do stack traces help developers fix bugs?,2010,4,10.1109/MSR.2010.5463280
Mining API Interactions to Analyze Software Revisions for the Evolution of Energy Consumption.,2021,5,10.1109/MSR52588.2021.00043
Mining usage expertise from version archives.,2008,4,10.1145/1370750.1370779
An Enhanced Graph-Based Infrastructure for Software Search Engines.,2015,5,10.1109/MSR.2015.46
Challenges in Developing Desktop Web Apps: a Study of Stack Overflow and GitHub.,2021,12,10.1109/MSR52588.2021.00039
An empirical history of permission requests and mistakes in open source Android apps.,2019,5,10.1109/MSR.2019.00090
Learning Off-By-One Mistakes: An Empirical Study.,2021,10,10.1109/MSR52588.2021.00019
Understanding the exception handling strategies of Java libraries: an empirical study.,2016,11,10.1145/2901739.2901757
APIstic: A Large Collection of OpenAPI Metrics.,2024,13,10.1145/3643991.3644932
On the effectiveness of manual and automatic unit test generation: ten years later.,2019,5,10.1109/MSR.2019.00028
Harnessing Large Language Models for Curated Code Reviews.,2025,12,10.1109/MSR66628.2025.00039
"Faster Releases, Fewer Risks: A Study on Maven Artifact Vulnerabilities and Lifecycle Management.",2025,5,10.1109/MSR66628.2025.00049
Toward predicting architectural significance of implementation issues.,2018,5,10.1145/3196398.3196440
JPerfEvo: A Tool for Tracking Method-Level Performance Changes in Java Projects.,2025,5,10.1109/MSR66628.2025.00125
On the calibration of Just-in-time Defect Prediction.,2025,13,10.1109/MSR66628.2025.00018
An Empirical Study on Just-in-time Conformal Defect Prediction.,2024,12,10.1145/3643991.3644928
A Study of Gender Discussions in Mobile Apps.,2023,13,10.1109/MSR59073.2023.00086
An Exploratory Study on Energy Consumption of Dataframe Processing Libraries.,2023,12,10.1109/MSR59073.2023.00048
MapReduce as a general framework to support research in Mining Software Repositories (MSR).,2009,10,10.1109/MSR.2009.5069477
Dependency Dilemmas: A Comparative Study of Independent and Dependent Artifacts in Maven Central Ecosystem.,2025,5,10.1109/MSR66628.2025.00055
Multi-faceted Code Smell Detection at Scale using DesigniteJava 2.0.,2024,5,10.1145/3643991.3644881
Does your configuration code smell?,2016,12,10.1145/2901739.2901761
QScored: A Large Dataset of Code Smells and Quality Metrics.,2021,5,10.1109/MSR52588.2021.00080
Analyzing program dependencies in Java EE applications.,2017,11,10.1109/MSR.2017.6
Cascading Effects: Analyzing Project Failure Impact in the Maven Central Ecosystem.,2025,5,10.1109/MSR66628.2025.00056
"Understanding ""watchers"" on GitHub.",2014,4,10.1145/2597073.2597114
On the use of Internet Relay Chat (IRC) meetings by developers of the GNOME GTK+ project.,2009,4,10.1109/MSR.2009.5069488
Mining challenge 2012: The Android platform.,2012,4,10.1109/MSR.2012.6224307
Does calling structure information improve the accuracy of fault prediction?,2009,10,10.1109/MSR.2009.5069481
Prompt Engineering or Fine-Tuning: An Empirical Assessment of LLMs for Code.,2025,13,10.1109/MSR66628.2025.00082
"PyExamine: A Comprehensive, Un-Opinionated Smell Detection Tool for Python.",2025,12,10.1109/MSR66628.2025.00114
Why so complicated? simple term filtering and weighting for location-based bug report assignment recommendation.,2013,10,10.1109/MSR.2013.6623997
SLNET: A Redistributable Corpus of 3rd-party Simulink Models.,2022,5,10.1145/3524842.3528001
Dazzle: Using Optimized Generative Adversarial Networks to Address Security Data Class Imbalance Issue.,2022,12,10.1145/3524842.3528437
Quality Assessment of ChatGPT Generated Code and their Use by Developers.,2024,5,10.1145/3643991.3645071
Software engineering applications of logic file system: application to automated multi-criteria indexation of software components.,2006,7,10.1145/1137983.1138005
On the Anatomy of Real-World R Code for Static Analysis.,2024,12,10.1145/3643991.3644911
Senatus - A Fast and Accurate Code-to-Code Recommendation Engine.,2022,13,10.1145/3524842.3527947
Measuring InnerSource Value.,2025,2,10.1109/MSR66628.2025.00074
GitBug-Java: A Reproducible Benchmark of Recent Java Bugs.,2024,5,10.1145/3643991.3644884
RefDiff: detecting refactorings in version histories.,2017,11,10.1109/MSR.2017.14
SoftMon: A Tool to Compare Similar Open-source Software from a Performance Perspective.,2020,12,10.1145/3379597.3387444
Analyzing developer sentiment in commit logs.,2016,4,10.1145/2901739.2903501
MINCE: Mining change history of Android project.,2012,4,10.1109/MSR.2012.6224271
Exploring activeness of users in QA forums.,2013,4,10.1109/MSR.2013.6624010
Entering the circle of trust: developer initiation as committers in open-source projects.,2011,10,10.1145/1985441.1985462
Detecting and Mitigating Secret-Key Leaks in Source Code Repositories.,2015,5,10.1109/MSR.2015.48
Incorporating version histories in Information Retrieval based bug localization.,2012,10,10.1109/MSR.2012.6224299
Assisting code search with automatic query reformulation for bug localization.,2013,10,10.1109/MSR.2013.6624044
Summarizing developer work history using time series segmentation: challenge report.,2008,4,10.1145/1370750.1370784
One-Day Flies on StackOverflow - Why the Vast Majority of StackOverflow Users Only Posts Once.,2015,4,10.1109/MSR.2015.63
It Works (only) on My Machine: A Study on Reproducibility Smells in Ansible Scripts.,2025,12,10.1109/MSR66628.2025.00069
Wild SBOMs: a Large-scale Dataset of Software Bills of Materials from Public Code.,2025,5,10.1109/MSR66628.2025.00036
The PIPr Dataset of Public Infrastructure as Code Programs.,2024,6,10.1145/3643991.3644888
Analyzing comment-induced updates on stack overflow.,2019,15,10.1109/MSR.2019.00044
Detection and analysis of behavioral T-patterns in debugging activities.,2018,4,10.1145/3196398.3196452
The emergence of software diversity in maven central.,2019,11,10.1109/MSR.2019.00059
Analyzing the impact of social attributes on commit integration success.,2017,4,10.1109/MSR.2017.34
Common statement kind changes to inform automatic program repair.,2018,4,10.1145/3196398.3196472
"A deeper look into bug fixes: patterns, replacements, deletions, and additions.",2016,4,10.1145/2901739.2903495
A Time Series-Based Dataset of Open-Source Software Evolution.,2022,5,10.1145/3524842.3528492
"Characterizing and Identifying Composite Refactorings: Concepts, Heuristics and Patterns.",2020,12,10.1145/3379597.3387477
Characterizing verification of bug fixes in two open source IDEs.,2012,4,10.1109/MSR.2012.6224301
Do software categories impact coupling metrics?,2013,4,10.1109/MSR.2013.6624030
Sentiment analysis of Travis CI builds.,2017,4,10.1109/MSR.2017.27
Tracking defect warnings across versions.,2006,4,10.1145/1137983.1138014
To mock or not to mock?: an empirical study on mocking practices.,2017,11,10.1109/MSR.2017.61
Investigating Severity Thresholds for Test Smells.,2020,11,10.1145/3379597.3387453
A Repository with 44 Years of Unix Evolution.,2015,4,10.1109/MSR.2015.64
"Half-century of unix: history, preservation, and lessons learned.",2017,,10.1109/MSR.2017.1
Documented unix facilities over 48 years.,2018,4,10.1145/3196398.3196476
A Dataset of Enterprise-Driven Open Source Software.,2020,5,10.1145/3379597.3387495
A Dataset for GitHub Repository Deduplication.,2020,5,10.1145/3379597.3387496
PSIMiner: A Tool for Mining Rich Abstract Syntax Trees from Code.,2021,5,10.1109/MSR52588.2021.00014
Project roles in the apache software foundation: a dataset.,2013,4,10.1109/MSR.2013.6624042
Apache-affiliated twitter screen names: a dataset.,2013,4,10.1109/MSR.2013.6624043
"Data sets: the circle of life in ruby hosting, 2003-2015.",2016,8,10.1145/2901739.2903509
Does Code Review Promote Conformance? A Study of OpenStack Patches.,2021,5,10.1109/MSR52588.2021.00056
SoCCMiner: A Source Code-Comments and Comment-Context Miner.,2022,5,10.1145/3524842.3527998
Data Balancing Improves Self-Admitted Technical Debt Detection.,2021,11,10.1109/MSR52588.2021.00048
"PENTACET data - 23 Million Contextual Code Comments and 250,000 SATD comments.",2023,5,10.1109/MSR59073.2023.00063
Co-evolution of logical couplings and commits for defect estimation.,2012,4,10.1109/MSR.2012.6224283
Incremental origin analysis of source code files.,2014,10,10.1145/2597073.2597111
"Comparing Apples to Androids: Discovery, Retrieval, and Matching of iOS and Android Apps for Cross-Platform Analyses.",2024,13,10.1145/3643991.3644896
Asking for (and about) permissions used by Android apps.,2013,10,10.1109/MSR.2013.6624000
MSR 2012 keynote: The evolution of the social programmer.,2012,,10.1109/MSR.2012.6224273
Questioning the Questions We Ask About the Impact of AI on Software Engineering : MSR 2024 Keynote.,2024,,10.1145/3643991.3644895
DISCO: A Dataset of Discord Chat Conversations for Software Engineering Research.,2022,5,10.1145/3524842.3528018
Making sense of online code snippets.,2013,4,10.1109/MSR.2013.6624012
Understanding bug fix patterns in verilog.,2008,4,10.1145/1370750.1370761
An Empirical Study to Investigate Collaboration Among Developers in Open Source Software (OSS).,2023,5,10.1109/MSR59073.2023.00054
SATDAUG - A Balanced and Augmented Dataset for Detecting Self-Admitted Technical Debt.,2024,5,10.1145/3643991.3644880
On the Evolution of Unused Dependencies in Java Project Releases: An Empirical Study.,2025,5,10.1109/MSR66628.2025.00059
TNM: A Tool for Mining of Socio-Technical Data from Git Repositories.,2021,5,10.1109/MSR52588.2021.00041
Visualization of Methods Changeability Based on VCS Data.,2020,4,10.1145/3379597.3387451
Fast and Memory-Efficient Neural Code Completion.,2021,12,10.1109/MSR52588.2021.00045
A Dataset of Atoms of Confusion in the Android Open Source Project.,2024,5,10.1145/3643991.3644874
CLIP meets GamePhysics: Towards bug identification in gameplay videos using zero-shot transfer learning.,2022,12,10.1145/3524842.3528438
Prompting in the Wild: An Empirical Study of Prompt Evolution in Software Repositories.,2025,13,10.1109/MSR66628.2025.00106
OSPtrack: A Labeled Dataset Targeting Simulated Execution of Open-Source Software.,2025,5,10.1109/MSR66628.2025.00102
Mining for Lags in Updating Critical Security Threats: A Case Study of Log4j Library.,2025,5,10.1109/MSR66628.2025.00058
Evaluating Software Documentation Quality.,2023,12,10.1109/MSR59073.2023.00023
LibDB: An Effective and Efficient Framework for Detecting Third-Party Libraries in Binaries.,2022,12,10.1145/3524842.3528442
Partitioning Composite Code Changes to Facilitate Code Review.,2015,11,10.1109/MSR.2015.24
A Versatile Dataset of Agile Open Source Software Projects.,2022,5,10.1145/3524842.3528029
Intelligent Semantic Matching (ISM) for Video Tutorial Search using Transformer Models.,2025,13,10.1109/MSR66628.2025.00108
Import2vec learning embeddings for software libraries.,2019,11,10.1109/MSR.2019.00014
Modeling the evolution of topics in source code histories.,2011,10,10.1145/1985441.1985467
How software developers use work breakdown relationships in issue repositories.,2016,5,10.1145/2901739.2901779
Correctness of data mined from CVS.,2008,4,10.1145/1370750.1370777
Investigating Code Review Practices in Defective Files: An Empirical Study of the Qt System.,2015,12,10.1109/MSR.2015.23
SpotWeb: detecting framework hotspots via mining open source repositories on the web.,2008,4,10.1145/1370750.1370775
What does software engineering community microblog about?,2012,4,10.1109/MSR.2012.6224287
Using Latent Dirichlet Allocation for automatic categorization of software.,2009,4,10.1109/MSR.2009.5069496
How does a typical tutorial for mobile development look like?,2014,10,10.1145/2597073.2597106
It's About Time: An Empirical Study of Date and Time Bugs in Open-Source Python Software.,2025,13,10.1109/MSR66628.2025.00020
Candoia: a platform for building and sharing mining software repositories tools as apps.,2017,11,10.1109/MSR.2017.56
A panel data set of cryptocurrency development activity on GitHub.,2019,5,10.1109/MSR.2019.00037
LLMSecEval: A Dataset of Natural Language Prompts for Security Evaluations.,2023,5,10.1109/MSR59073.2023.00084
Imprecisions diagnostic in source code deltas.,2018,11,10.1145/3196398.3196404
"CARDS: A collection of package, revision, and miscellaneous dependency graphs.",2025,5,10.1109/MSR66628.2025.00103
Adressing problems with external validity of repository mining studies through a smart data platform.,2016,12,10.1145/2901739.2901753
Predicting good configurations for GitHub and stack overflow topic models.,2019,12,10.1109/MSR.2019.00022
She Elicits Requirements and He Tests: Software Engineering Gender Bias in Large Language Models.,2023,6,10.1109/MSR59073.2023.00088
"""Automatically assessing code understandability"" reanalyzed: combined metrics matter.",2018,5,10.1145/3196398.3196441
Striking gold in software repositories?: an econometric study of cryptocurrencies on GitHub.,2019,5,10.1109/MSR.2019.00036
"The Unsolvable Problem or the Unheard Answer? A Dataset of 24, 669 Open-Source Software Conference Talks.",2022,5,10.1145/3524842.3528488
AIMMX: Artificial Intelligence Model Metadata Extractor.,2020,12,10.1145/3379597.3387448
Analyzing OSS developers' working time using mailing lists archives.,2006,2,10.1145/1137983.1138031
Using Bandit Algorithms for Selecting Feature Reduction Techniques in Software Defect Prediction.,2022,12,10.1145/3524842.3529093
Productivity analysis of Japanese enterprise software development projects.,2006,4,10.1145/1137983.1137988
Revisiting software development effort estimation based on early phase development activities.,2013,10,10.1109/MSR.2013.6624059
Mining Workflows for Anomalous Data Transfers.,2021,12,10.1109/MSR52588.2021.00013
METHODS2TEST: A dataset of focal methods mapped to test cases.,2022,5,10.1145/3524842.3528009
Unveiling ChatGPT's Usage in Open Source Projects: A Mining-based Study.,2024,13,10.1145/3643991.3644918
Deep learning similarities from different representations of source code.,2018,12,10.1145/3196398.3196431
MUX: algorithm selection for software model checkers.,2014,10,10.1145/2597073.2597080
Collaboration in open-source projects: myth or reality?,2014,4,10.1145/2597073.2597093
Predicting Design Impactful Changes in Modern Code Review: A Large-Scale Empirical Study.,2021,12,10.1109/MSR52588.2021.00059
Mining a Decade of Event Impacts on Contributor Dynamics in Ethereum: A Longitudinal Study.,2025,12,10.1109/MSR66628.2025.00088
GE526: A Dataset of Open-Source Game Engines.,2021,5,10.1109/MSR52588.2021.00083
EGAD: A moldable tool for GitHub Action analysis.,2023,5,10.1109/MSR59073.2023.00044
Using Software Repositories to Investigate Socio-technical Congruence in Development Projects.,2007,,10.1109/MSR.2007.33
Repository mining and Six Sigma for process improvement.,2005,4,10.1145/1083142.1083157
Determining Open Source Project Boundaries.,2023,2,10.1109/MSR59073.2023.00076
Estimating Usage Of Open Source Projects.,2024,2,10.1145/3643991.3645066
GiveMeLabeledIssues: An Open Source Issue Recommendation System.,2023,5,10.1109/MSR59073.2023.00061
A Data Set for Social Diversity Studies of GitHub Teams.,2015,4,10.1109/MSR.2015.77
A historical dataset of software engineering conferences.,2013,4,10.1109/MSR.2013.6624051
Mining energy-greedy API usage patterns in Android apps: an empirical study.,2014,10,10.1145/2597073.2597085
An empirical study on Android-related vulnerabilities.,2017,12,10.1109/MSR.2017.60
An exploratory analysis of mobile development issues using stack overflow.,2013,4,10.1109/MSR.2013.6624014
Revisiting Android reuse studies in the context of code obfuscation and library usages.,2014,10,10.1145/2597073.2597109
Mining Android App Usages for Generating Actionable GUI-Based Execution Scenarios.,2015,12,10.1109/MSR.2015.18
Automatically Prioritizing Pull Requests.,2015,5,10.1109/MSR.2015.40
Challenges in Migrating Imperative Deep Learning Programs to Graph Execution: An Empirical Study.,2022,13,10.1145/3524842.3528455
Characterizing High-Quality Test Methods: A First Empirical Study.,2022,5,10.1145/3524842.3529092
DocMine: A Software Documentation-Related Dataset of 950 GitHub Repositories.,2023,5,10.1109/MSR59073.2023.00062
Textual alusions to artifacts in software-related repositories.,2006,4,10.1145/1137983.1138018
Assessing the precision of FindBugs by mining Java projects developed at a university.,2010,4,10.1109/MSR.2010.5463283
Lupa: A Framework for Large Scale Analysis of the Programming Language Usage.,2022,5,10.1145/3524842.3528477
"An open framework for CVS repository querying, analysis and visualization.",2006,7,10.1145/1137983.1137993
Mining software repositories with CVSgrab.,2006,2,10.1145/1137983.1138024
A network of rails: a graph dataset of ruby on rails and associated projects.,2013,4,10.1109/MSR.2013.6624033
The Impact of a Major Security Event on an Open Source Project: The Case of OpenSSL.,2020,11,10.1145/3379597.3387465
OpenSSL 3.0.0: An exploratory case study.,2022,3,10.1145/3524842.3528035
An Exploratory Study of Project Activity Changepoints in Open Source Software Evolution.,2021,3,10.1109/MSR52588.2021.00088
A lightweight approach to technical risk estimation via probabilistic impact analysis.,2006,7,10.1145/1137983.1138008
System compatibility analysis of Eclipse and Netbeans based on bug data.,2011,4,10.1145/1985441.1985479
An Empirical Study on Regular Expression Bugs.,2020,11,10.1145/3379597.3387464
AutoML from Software Engineering Perspective: Landscapes and Challenges.,2023,13,10.1109/MSR59073.2023.00019
Mining succinct and high-coverage API usage patterns from source code.,2013,10,10.1109/MSR.2013.6624045
Detecting API usage obstacles: a study of iOS and Android developer questions.,2013,4,10.1109/MSR.2013.6624006
Improving bug localization using correlations in crash reports.,2013,10,10.1109/MSR.2013.6624036
Why are Android apps removed from Google Play?: a large-scale empirical study.,2018,12,10.1145/3196398.3196412
Recommending Posts concerning API Issues in Developer Q&A Sites.,2015,11,10.1109/MSR.2015.28
What Is the Gist? Understanding the Use of Public Gists on GitHub.,2015,10,10.1109/MSR.2015.36
Extracting API tips from developer question and answer websites.,2019,12,10.1109/MSR.2019.00058
RmvDroid: towards a reliable Android malware dataset with app metadata.,2019,5,10.1109/MSR.2019.00067
Understanding the Role of Images on Stack Overflow.,2023,12,10.1109/MSR59073.2023.00059
An Empirical Study on Leveraging Images in Automated Bug Report Reproduction.,2025,12,10.1109/MSR66628.2025.00019
Global Prosperity or Local Monopoly? Understanding the Geography of App Popularity.,2024,13,10.1145/3643991.3644935
Bug characteristics in blockchain systems: a large-scale empirical study.,2017,12,10.1109/MSR.2017.59
The OCEAN mailing list data set: Network analysis spanning mailing lists and code repositories.,2022,5,10.1145/3524842.3528479
Understanding the origins of mobile app vulnerabilities: a large-scale measurement study of free and paid apps.,2017,11,10.1109/MSR.2017.23
Are refactorings less error-prone than other changes?,2006,7,10.1145/1137983.1138011
Mining refactorings in ARGOUML.,2006,2,10.1145/1137983.1138028
Small patches get in!,2008,10,10.1145/1370750.1370767
Visual Data Mining in Software Archives to Detect How Developers Work Together.,2007,,10.1109/MSR.2007.34
How Long Will It Take to Fix This Bug?,2007,,10.1109/MSR.2007.13
Andror2: A Dataset of Manually-Reproduced Bug Reports for Android apps.,2021,5,10.1109/MSR52588.2021.00082
Keep Me Updated: An Empirical Study on Embedded JavaScript Engines in Android Apps.,2024,12,10.1145/3643991.3644901
Analyzing the evolution of eclipse plugins.,2008,4,10.1145/1370750.1370783
An Architectural Evolution Dataset.,2015,4,10.1109/MSR.2015.74
Software Bots in Software Engineering: Benefits and Challenges.,2022,2,10.1145/3524842.3528533
CodeLL: A Lifelong Learning Dataset to Support the Co-Evolution of Data and Language Models of Code.,2024,5,10.1145/3643991.3644864
"Fantasy, farms, and freemium: what game data mining teaches us about retention, conversion, and virality (keynote abstract).",2011,,10.1145/1985441.1985443
Toward Deep Learning Software Repositories.,2015,12,10.1109/MSR.2015.38
UnGoML: Automated Classification of unsafe Usages in Go.,2023,13,10.1109/MSR59073.2023.00050
A dataset of parametric cryptographic misuses.,2019,5,10.1109/MSR.2019.00023
"I'm leaving you, Travis: a continuous integration breakup story.",2018,5,10.1145/3196398.3196422
NICHE: A Curated Dataset of Engineered Machine Learning Projects in Python.,2023,5,10.1109/MSR59073.2023.00022
Who's this?: developer identification using IDE event data.,2018,4,10.1145/3196398.3196461
Models of OSS project meta-information: a dataset of three forges.,2014,4,10.1145/2597073.2597132
Branching and merging in the repository.,2008,4,10.1145/1370750.1370754
A look at the dynamics of the JavaScript package ecosystem.,2016,11,10.1145/2901739.2901743
A Large-Scale Empirical Study of Open Source License Usage: Practices and Challenges.,2024,12,10.1145/3643991.3644900
A Method to Detect License Inconsistencies in Large-Scale Open Source Projects.,2015,10,10.1109/MSR.2015.37
ChatGPT Chats Decoded: Uncovering Prompt Patterns for Superior Solutions in Software Development Lifecycle.,2024,5,10.1145/3643991.3645069
An Empirical Study of Build Failures in the Docker Context.,2020,5,10.1145/3379597.3387483
Beyond the Code: Mining Self-Admitted Technical Debt in Issue Tracker Systems.,2020,10,10.1145/3379597.3387459
Tag recommendation in software information sites.,2013,10,10.1109/MSR.2013.6624040
DevGPT: Studying Developer-ChatGPT Conversations.,2024,4,10.1145/3643991.3648400
An empirical study of the fault-proneness of clone mutation and clone migration.,2013,10,10.1109/MSR.2013.6624022
MAPO: mining API usages from open source repositories.,2006,4,10.1145/1137983.1137997
SpreadCluster: recovering versioned spreadsheets through similarity-based clustering.,2017,12,10.1109/MSR.2017.28
Domain-specific cross-language relevant question retrieval.,2016,12,10.1145/2901739.2901746
A multi-level dataset of linux kernel patchwork.,2018,4,10.1145/3196398.3196475
"Software evolution and quality data from controlled, multiple, industrial case studies.",2017,4,10.1109/MSR.2017.44
Magnet or sticky? an OSS project-by-project typology.,2014,4,10.1145/2597073.2597116
Developer interaction traces backed by IDE screen recordings from think aloud sessions.,2018,4,10.1145/3196398.3196457
GitHub OSS Governance File Dataset.,2023,5,10.1109/MSR59073.2023.00089
Tracing Vulnerabilities in Maven: A Study of CVE lifecycles and Dependency Networks.,2025,5,10.1109/MSR66628.2025.00064
Predicting co-changes between functionality specifications and source code in behavior driven development.,2019,11,10.1109/MSR.2019.00080
From query to usable code: an analysis of stack overflow code snippets.,2016,12,10.1145/2901739.2901767
"Mining the modern code review repositories: a dataset of people, process and product.",2016,4,10.1145/2901739.2903504
Complex Python Features in the Wild.,2022,12,10.1145/3524842.3528467
Stack overflow in github: any snippets there?,2017,11,10.1109/MSR.2017.13
Scenarios for mining the software architecture evolution.,2006,4,10.1145/1137983.1137987
Inferring semantically related words from software context.,2012,10,10.1109/MSR.2012.6224276
What Do Users Ask in Open-Source AI Repositories? An Empirical Study of GitHub Issues.,2023,13,10.1109/MSR59073.2023.00024
Towards extracting web API specifications from documentation.,2018,11,10.1145/3196398.3196411
SCRUBD: Smart Contracts Reentrancy and Unhandled Exceptions Vulnerability Dataset.,2025,5,10.1109/MSR66628.2025.00033
How to Improve Deep Learning for Software Analytics (a case study with code smell detection).,2022,11,10.1145/3524842.3528458
LLMSecConfig: An LLM-Based Approach for Fixing Software Container Misconfigurations.,2025,13,10.1109/MSR66628.2025.00099
Learning to mine aligned code and natural language pairs from stack overflow.,2018,11,10.1145/3196398.3196408
Apache Software Foundation Incubator Project Sustainability Dataset.,2021,5,10.1109/MSR52588.2021.00081
Automatic Part-of-Speech Tagging for Security Vulnerability Descriptions.,2021,12,10.1109/MSR52588.2021.00016
The Diversity-Innovation Paradox in Open-Source Software.,2021,3,10.1109/MSR52588.2021.00089
FAVE: factor analysis based approach for detecting product line variability from change history.,2008,8,10.1145/1370750.1370753
Do Developers Depend on Deprecated Library Versions? A Mining Study of Log4j.,2025,5,10.1109/MSR66628.2025.00057
Which contributions count? Analysis of attribution in open source.,2021,12,10.1109/MSR52588.2021.00036
A dataset of duplicate pull-requests in github.,2018,4,10.1145/3196398.3196455
Mining CVS Repositories to Understand Open-Source Project Developer Roles.,2007,,10.1109/MSR.2007.19
Automating Arduino Programming: From Hardware Setups to Sample Source Code Generation.,2023,12,10.1109/MSR59073.2023.00069
Wait for It: Determinants of Pull Request Evaluation Latency on GitHub.,2015,5,10.1109/MSR.2015.42
The Debsources Dataset: Two Decades of Debian Source Code Metadata.,2015,4,10.1109/MSR.2015.65
A Large-scale Dataset of (Open Source) License Text Variants.,2022,5,10.1145/3524842.3528491
How the R community creates and curates knowledge: a comparative study of stack overflow and mailing lists.,2016,11,10.1145/2901739.2901772
MalwareBench: Malware samples are not enough.,2024,5,10.1145/3643991.3644883
Security versus performance bugs: a case study on Firefox.,2011,10,10.1145/1985441.1985457
