"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"How to Improve Deep Learning for Software Analytics (a case study with code smell detection)","R. Yedida; T. Menzies","Dept. of Computer Science, NC State University, USA; Dept. of Computer Science, NC State University, USA",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","156","166","To reduce technical debt and make code more maintainable, it is important to be able to warn programmers about code smells. State-of-the-art code small detectors use deep learners, usually without exploring alternatives. For example, one promising alternative is GHOST (from TSE'21) that relies on a combination of hyper-parameter optimization of feedforward neural networks and a novel oversampling technique. The prior study from TSE'21 proposing this novel “fuzzy sampling” was somewhat limited in that the method was tested on defect prediction, but nothing else. Like defect prediction, code smell detection datasets have a class imbalance (which motivated “fuzzy sampling”). Hence, in this work we test if fuzzy sampling is useful for code smell detection. The results of this paper show that we can achieve better than state-of-the-art results on code smell detection with fuzzy oversampling. For example, for “feature envy”, we were able to achieve 99+% AUC across all our datasets, and on 8/10 datasets for “misplaced class”. While our specific results refer to code smell detection, they do suggest other lessons for other kinds of analytics. For example: (a) try better preprocessing before trying complex learners (b) include simpler learners as a baseline in software analytics (c) try “fuzzy sampling” as one such baseline. In order to support others trying to reproduce/extend/refute this work, all our code and data is available online at https://github.com/yrahul3910/code-smell-detection.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528458","NSF(grant numbers:1908762); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796274","code smell detection;deep learning;autoencoders","Deep learning;Codes;Software algorithms;Detectors;Prediction algorithms;Software;Feedforward neural networks","","4","","59","","21 Jun 2022","","","IEEE","IEEE Conferences"
"To What Extent do Deep Learning-based Code Recommenders Generate Predictions by Cloning Code from the Training Set?","M. Ciniselli; L. Pascarella; G. Bavota","SEART @ Software Institute, Università della Svizzera italiana, Switzerland; SEART @ Software Institute, Università della Svizzera italiana, Switzerland; SEART @ Software Institute, Università della Svizzera italiana, Switzerland",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","167","178","Deep Learning (DL) models have been widely used to support code completion. These models, once properly trained, can take as input an incomplete code component (e.g., an incomplete function) and predict the missing tokens to finalize it. GitHub Copilot is an example of code recommender built by training a DL model on millions of open source repositories: The source code of these repositories acts as training data, allowing the model to learn “how to program”. The usage of such a code is usually regulated by Free and Open Source Software (FOSS) licenses, that establish under which conditions the licensed code can be redistributed or modified. As of Today, it is unclear whether the code generated by DL models trained on open source code should be considered as “new” or as “derivative” work, with possible implications on license infringements. In this work, we run a large-scale study investigating the extent to which DL models tend to clone code from their training set when recommending code completions. Such an exploratory study can help in assessing the magnitude of the potential licensing issues mentioned before: If these models tend to generate new code that is unseen in the training set, then licensing issues are unlikely to occur. Otherwise, a revision of these licenses urges to regulate how the code generated by these models should be treated when used, for example, in a commercial setting. Highlights from our results show that ∼10% to ∼0.1% of the predictions generated by a state-of-the-art DL-based code completion tool are Type-1 clones of instances in the training set, depending on the size of the predicted code. Long predictions are unlikely to be cloned.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528440","European Research Council (ERC); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796377","Deep Learning;Code Completion;Code Clones","Training;Deep learning;Codes;Cloning;Training data;Detectors","","8","","60","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Searching for High-Fidelity Builds Using Active Learning","H. Menon; K. Parasyris; T. Scogland; T. Gamblin","Lawrence Livermore National Laboratory, Livermore, CA, USA; Lawrence Livermore National Laboratory, Livermore, CA, USA; Lawrence Livermore National Laboratory, Livermore, CA, USA; Lawrence Livermore National Laboratory, Livermore, CA, USA",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","179","190","Modern software is incredibly complex. A typical application may comprise hundreds or thousands of reusable components. Automated package managers can help to maintain a consistent set of dependency versions, but ultimately the solvers in these systems rely on constraints generated by humans. At scale, small errors add up, and it becomes increasingly difficult to find high-fidelity configurations. We cannot test all configurations, because the space is combinatorial, so exhaustive exploration is infeasible. In this paper, we present Reliabuild, an auto-tuning framework that efficiently explores the build configuration space and learns which package versions are likely to result in a successful configuration. We implement two models in Reliabuild to rank the different configurations and use adaptive sampling to select good configurations with fewer samples. We demonstrate Reliabuild's effectiveness by evaluating 31,186 build configurations of 61 packages from the Extreme-scale Scientific Software Stack (E4S). Reliabuild selects good configurations efficiently. For example, Reliabuild selects 3× the number of good configurations in comparison to random sampling for several packages including Abyss, Bolt, libnrm, OpenMPI. Our framework is also able to select all the high-fidelity builds in half the number of samples required by random sampling for packages such as Chai, OpenMPI, py-petsc4py, and slepc. We further use the model to learn statistics about the compatibility of different packages, which will enable package solvers to better select high-fidelity build configurations automatically.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528464","U.S. Department of Energy; Lawrence Livermore National Laboratory(grant numbers:DE-AC52-07NA27344,LLNL-CONF-831078); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796317","","Adaptation models;Biological system modeling;Ecosystems;Fasteners;Reliability engineering;Software;Software reliability","","2","","56","CCBY","21 Jun 2022","","","IEEE","IEEE Conferences"
"ApacheJIT: A Large Dataset for Just-In-Time Defect Prediction","H. Keshavarz; M. Nagappan","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","191","195","In this paper, we present ApacheJIT, a large dataset for Just-In-Time (JIT) defect prediction. ApacheJIT consists of clean and bug-inducing software changes in 14 popular Apache projects. ApacheJIT has a total of 106,674 commits (28,239 bug-inducing and 78,435 clean commits). Having a large number of commits makes ApacheJIT a suitable dataset for machine learning JIT models, especially deep learning models that require large training sets to effectively generalize the patterns present in the historical data to future data.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3527996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796180","Defect Prediction;Software Engineering;Dataset","Training;Deep learning;Computer bugs;Predictive models;Data models;Software;Data mining","","7","","26","","21 Jun 2022","","","IEEE","IEEE Conferences"
"ReCover: a Curated Dataset for Regression Testing Research","F. Altiero; A. Corazza; S. Di Martino; A. Peron; L. L. L. Starace","Università degli Studi di Napoli Federico II, Naples, Italy; Università degli Studi di Napoli Federico II, Naples, Italy; Università degli Studi di Napoli Federico II, Naples, Italy; Università degli Studi di Napoli Federico II, Naples, Italy; Università degli Studi di Napoli Federico II, Naples, Italy",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","196","200","It is recognized in the literature that finding representative data to conduct regression testing research is non-trivial. In our experience within this field, existing datasets are often affected by issues that limit their applicability. Indeed, these datasets often lack fine-grained coverage information, reference software repositories that are not available anymore, or do not allow researchers to readily build and run the software projects, e.g., to obtain additional information. As a step towards better replicability and data-availability in regression testing research, we introduce ReCover, a dataset of 114 pairs of subsequent versions from 28 open source Java projects from GitHub. In particular, ReCover is intended as a consolidation and enrichment of recent dedicated regression testing datasets proposed in the literature, to overcome some of the above described issues, and to make them ready to use with a broader number of regression testing techniques. To this end, we developed a custom mining tool, that we make available as well, to automatically process two recent, massive regression testing datasets, retaining pairs of software versions for which we were able to (1) retrieve the full source code; (2) build the software in a general-purpose Java/Maven environment (which we provide as a Docker container for ease of replication); and (3) compute fine-grained test coverage metrics. ReCover can be readily employed in regression testing studies, as it bundles in a single package full, buildable source code and detailed coverage reports for all the projects. We envision that its use could foster regression testing research, improving replicability and long-term data availability.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528490","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796327","Regression Testing;Mined Dataset;Mining Software Repositories","Codes;XML;Containers;Software;Data mining;Proposals;Replicability","","2","","25","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Mining the Ethereum Blockchain Platform: Best Practices and Pitfalls (MSR 2022 Tutorial)","G. A. Oliva","SAIL Lab, Queen's University, Kingston, Ontario, Canada",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","201","202","Ethereum is the most popular blockchain platform that supports smart contracts. Smart contracts are computing programs that constitute the building blocks of decentralized applications (DApps). DApps are revolutionary and have led to the creation of entirely new businesses (e.g., marketplaces for digital collectibles). Nonetheless, developing and maintaining DApps lead to entirely new research challenges. Empirical research demands high-quality data, which can be obtained by carefully mining Ethereum. In this tutorial, I will discuss best practices and pitfalls associated with mining Ethereum. The tutorial will be organized into three main parts: (i) a brief introduction to Ethereum and its fundamental concepts, (ii) a hands-on mining session, and (iii) a final Q&A session.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528534","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796161","Ethereum;Decentralized Applications;DApps;mining software repositories;MSR;best practices;pitfalls","Smart contracts;Tutorials;Decentralized applications;Software;Blockchains;Data mining;Best practices","","","","8","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Mining the Usage of Reactive Programming APIs: A Study on GitHub and Stack Overflow","C. Zimmerle; K. Gama; F. Castor; J. M. M. Filho","Centro de Informática, Federal University of Pernambuco, Recife, Brazil; Centro de Informática, Federal University of Pernambuco, Recife, Brazil; Centro de Informática, Federal University of Pernambuco, Recife, Brazil; Centro de Informática, Federal University of Pernambuco, Recife, Brazil",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","203","214","Conventionally, callbacks and inversion of control have been the main tools to structure event-driven applications. Sadly, those patterns constitute a well-known source of design problems. The Reactive Programming (RP) paradigm has arisen as an approach to mitigate these problems. Yet, little evidence has been provided regarding the advantages of RP, and concerns have also arisen about the API usability of RP libraries given their disparate number of operators. In this work, we conduct a study on GitHub (GH) and Stack Overflow (SO) and explore three Reactive Extensions (Rx) libraries (RxJava, RxJS, and RxSwift) with the most GH projects to understand how much the vast Rx operators are being used. Also, we examine Rx SO posts to complement the results from the GH exploration by understanding the problems faced by RP developers and how they relate with the operators' frequencies found in open source projects. Results reveal that, in spite of its API size, the great majority of the Rx operators are actually being used (95.2%), with only a few, mostly related to RxJava, not being utilized. Also, we unveil 23 topics from SO with more posts concerning the Stream Abstraction (36.4%). Posts related to Dependency Management, Introductory Questions, and iOS Development figure as relevant topics to the community. The findings herein present can not only stimulate advancements in the field by understanding the usage of RP API and the main problems faced by developers, but also help newcomers in identifying the most important operators and the areas that are the most likely to be relevant for a RP application.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3527966","INES; CNPq(grant numbers:465614/2014-0); FACEPE(grant numbers:APQ-0399-1.03/17,APQ/0388-1.03/14); CAPES(grant numbers:88887.136410/2017-00); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796297","Reactive Programming;API Usability;Mining Software Repositories","Debugging;Programming;Libraries;Software;Data mining;Usability;Software development management","","1","","36","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Painting the Landscape of Automotive Software in GitHub","S. Kochanthara; Y. Dajsuren; L. Cleophas; M. van den Brand","Eindhoven University of Technology, The Netherlands; Eindhoven University of Technology, The Netherlands; Eindhoven University of Technology, The Netherlands; Eindhoven University of Technology, The Netherlands",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","215","226","The automotive industry has transitioned from being an electro-mechanical to a software-intensive industry. A current high-end production vehicle contains 100 million+ lines of code surpassing modern airplanes, the Large Hadron Collider, the Android OS, and Facebook's front-end software, in code size by a huge margin. Today, software companies worldwide, including Apple, Google, Huawei, Baidu, and Sony are reportedly working to bring their vehicles to the road. This paper ventures into the automotive software landscape in open source, providing a first glimpse into this multi-disciplinary industry with a long history of closed source development. We paint the landscape of automotive software on GitHub by describing its characteristics and development styles. The landscape is defined by 15,000+ users contributing to ≈600 actively-developed automotive software projects created in a span of 12 years from 2010 until 2021. These projects range from vehicle dynamics-related software; firmware and drivers for sensors like LiDAR and camera; algorithms for perception and motion control; to complete operating systems integrating the above. Developments in the field are spearheaded by industry and academia alike, with one in three actively developed automotive software repositories owned by an organization. We observe shifts along multiple dimensions, including preferred language from MATLAB to Python and prevalence of perception and decision-related software over traditional automotive software. This study witnesses open source automotive software boom in its infancy with many implications for future research and practice.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796157","Automotive Software;Mining Software Repositories;Cyber-Physical Systems;Safety Critical;Software Engineering;Open Source;GitHub","Industries;Codes;Web and internet services;Companies;Software;History;Automotive engineering","","4","","46","CCBY","21 Jun 2022","","","IEEE","IEEE Conferences"
"DISCO: A Dataset of Discord Chat Conversations for Software Engineering Research","K. M. Subash; L. P. Kumar; S. L. Vadlamani; P. Chatterjee; O. Baysal","School of Computer Science, Carleton University, Ottawa, Canada; School of Computer Science, Carleton University, Ottawa, Canada; School of Computer Science, Carleton University, Ottawa, Canada; Department of Computer Science, Drexel University, Philadelphia, PA, United States; School of Computer Science, Carleton University, Ottawa, Canada",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","227","231","Today, software developers work on complex and fast-moving projects that often require instant assistance from other domain and subject matter experts. Chat servers such as Discord facilitate live communication and collaboration among developers all over the world. With numerous topics discussed in parallel, mining and analyzing the chat data of these platforms would offer researchers and tool makers opportunities to develop software tools and services such as automated virtual assistants, chat bots, chat summarization techniques, Q&A thesaurus, and more. In this paper, we propose a dataset called DISCO consisting of the one-year public DIScord chat COnversations of four software development communities. We have collected the chat data of the channels containing general programming Q&A discussions from the four Discord servers, applied a disentanglement technique [13] to extract conversations from the chat transcripts, and performed a manual validation of conversations on a random sample (500 conversations). Our dataset consists of 28, 712 conversations, 1,508,093 messages posted by 323, 562 users. As a case study on the dataset, we applied a topic modelling technique for extracting the top five general topics that are most discussed in each Discord channel.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528018","Natural Sciences and Engineering Research Council of Canada (NSERC)(grant numbers:RGPIN-2021-03809); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796319","Chat conversations;software developers;conversation disentanglement;online communities;Discord","Virtual assistants;Collaboration;Oral communication;Manuals;Programming;Thesauri;Data mining","","6","","42","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Inspect4py: A Knowledge Extraction Framework for Python Code Repositories","R. Filgueira; D. Garijo","University of St Andrews, St Andrews, UK; Universidad Politécnica de Madrid, Madrid, Spain",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","232","236","This work presents inspect4py, a static code analysis framework designed to automatically extract the main features, metadata and documentation of Python code repositories. Given an input folder with code, inspect4py uses abstract syntax trees and state of the art tools to find all functions, classes, tests, documentation, call graphs, module dependencies and control flows within all code files in that repository. Using these findings, inspect4py infers different ways of invoking a software component. We have evaluated our framework on 95 annotated repositories, obtaining promising results for software type classification (over 95% F1-score). With inspect4py, we aim to ease the understandability and adoption of software repositories by other researchers and developers. Code: https://github.com/SoftwareUnderstanding/inspect4py DOI:https://doi.org/10.5281/zenodo.5907936 License: Open (BSD3-Clause)","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528497","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796219","Code mining;software code;software classification;software documentation;code understanding","Codes;Documentation;Syntactics;Metadata;Feature extraction","","4","","17","","21 Jun 2022","","","IEEE","IEEE Conferences"
"SLNET: A Redistributable Corpus of 3rd-party Simulink Models","S. L. Shrestha; S. A. Chowdhury; C. Csallner","Computer Science & Eng. Dep, University of Texas at Arlington, Arlington, Texas, USA; Computer Science & Eng. Dep, University of Texas at Arlington, Arlington, Texas, USA; Computer Science & Eng. Dep, University of Texas at Arlington, Arlington, Texas, USA",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","01","05","MATLAB/Simulink is widely used for model-based design. Engineers create Simulink models and compile them to embedded code, often to control safety-critical cyber-physical systems in automotive, aerospace, and healthcare applications. Despite Simulink's importance, there are few large-scale empirical Simulink studies, perhaps because there is no large readily available corpus of third-party open-source Simulink models. To enable empirical Simulink studies, this paper introduces SLNET, the largest corpus of freely available third-party Simulink models. SLNET has several advantages over earlier collections. Specifically, SLNET is 8 times larger than the largest previous corpus of Simulink models, includes fine-grained metadata, is constructed automatically, is self-contained, and allows redistribution. SLNET is available under permissive open-source licenses and contains its collection and analysis tools.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528001","National Science Foundation (NSF)(grant numbers:1911017); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796193","Simulink;mining software repositories;open-source","Software packages;Medical services;Metadata;Cyber-physical systems;Control systems;Mathematical models","","5","","46","CCBY","21 Jun 2022","","","IEEE","IEEE Conferences"
"SoCCMiner: A Source Code-Comments and Comment-Context Miner","M. Sridharan; M. Mäntylä; M. Claes; L. Rantala","M3S, University of Oulu, Oulu, Finland; M3S, University of Oulu, Oulu, Finland; M3S, University of Oulu, Oulu, Finland; M3S, University of Oulu, Oulu, Finland",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","242","246","Numerous tools exist for mining source code and software development process metrics. However, very few publicly available tools focus on source code comments, a crucial software artifact. This paper presents SoCCMiner (Source Code-Comments and Comment-Context Miner), a tool that offers multiple mining pipelines. It is the first readily available (plug-and-play) and customizable open-source tool for mining source code contextual information of comments at different granularities (Class comments, Method comments, Interface comments, and other granular comments). Mining comments at different source code granularities can aid researchers and practitioners working in a host of applications that focus on source code comments, such as Self-Admitted Technical Debt, Program Comprehension, and other applications. Furthermore, SoCCMiner is highly adaptable and extendable to include additional attributes and support other programming languages. This prototype supports the Java programming language.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3527998","Academy of Finland(grant numbers:328058); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796266","Mining Software Repositories;Source Code Comments;Comment Context;Python","Measurement;Java;Codes;Limiting;Pipelines;Prototypes;Data mining","","3","","25","","21 Jun 2022","","","IEEE","IEEE Conferences"
"SOSum: A Dataset of Stack Overflow Post Summaries","B. Kou; Y. Di; M. Chen; T. Zhang","Purdue University, West Lafayette, Indiana, USA; Purdue University, West Lafayette, Indiana, USA; University of Southern California, Los Angeles, California, USA; Purdue University, West Lafayette, Indiana, USA",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","247","251","Stack Overflow (SO) is becoming an indispensable part of modern software development workflow. However, given the limited time, attention, and memory capacity of programmers, navigating SO posts and comparing different solutions is time-consuming and cumbersome. Recent research has proposed to summarize SO posts to concise text to help programmers quickly assess the relevance and quality of SO posts. Yet there is no large dataset of high-quality SO post summaries, hindering the development and evaluation of post summarization techniques. We present SOSum, a dataset of 2,278 popular SO answer posts with manually labeled summative sentences. Questions in SOSum cover 669 tags with a median view count of 253K and a median post score of 17. This dataset will foster research on sentence-level summarization of SO posts and has the potential to facilitate text summarization research on other types of textual software artifacts such as programming tutorials.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528487","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796176","Stack Overflow;text summarization;data labeling","Systematics;Navigation;Tutorials;Programming;Software;Data models;Labeling","","7","","55","CCBY","21 Jun 2022","","","IEEE","IEEE Conferences"
"An Empirical Study on Maintainable Method Size in Java","S. A. Chowdhury; G. Uddin; R. Holmes","University of British Columbia, Vancouver, BC, Canada; University of Calgary, Calgary, AB, Canada; University of British Columbia, Vancouver, BC, Canada",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","252","264","Code metrics have been widely used to estimate software maintenance effort. Metrics have generally been used to guide developer effort to reduce or avoid future maintenance burdens. Size is the simplest and most widely deployed metric. The size metric is pervasive because size correlates with many other common metrics (e.g., McCabe complexity, readability, etc.). Given the ease of computing a method's size, and the ubiquity of these metrics in industrial settings, it is surprising that no systematic study has been performed to provide developers with meaningful method size guidelines with respect to future maintenance effort. In this paper we examine the evolution of ∼785K Java methods and show that developers should strive to keep their Java methods under 24 lines in length. Additionally, we show that decomposing larger methods to smaller methods also decreases overall maintenance efforts. Taken together, these findings provide empirical guidelines to help developers design their systems in a way that can reduce future maintenance.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3527975","Natural Sciences and Engineering Research Council of Canada (NSERC)(grant numbers:PDF-533056-2019,RGPIN-2021-02575); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796336","SLOC;code metrics;maintenance;McCabe;Readability","Measurement;Java;Software maintenance;Codes;Systematics;Buildings;Maintenance engineering","","3","","94","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Characterizing High-Quality Test Methods: A First Empirical Study","V. Veloso; A. Hora","Department of Computer Science, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, Brazil; Department of Computer Science, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, Brazil",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","265","269","To assess the quality of a test suite, one can rely on mutation testing, which computes whether the overall test cases are adequately exercising the covered lines. However, this high level of granularity may overshadow the quality of individual test methods. In this paper, we propose an empirical study to assess the quality of test methods by relying on mutation testing at the method level. We find no major differences between high-quality and low-quality test methods in terms of size, number of asserts, and modifications. In contrast, high-quality test methods are less affected by critical test smells. Finally, we discuss practical implications for researchers and practitioners.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3529092","CAPES; CNPq; FAPEMIG; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796158","Mutation testing;Code quality;Software repository mining","Measurement;Runtime;Software;Data mining;Testing","","1","","35","","21 Jun 2022","","","IEEE","IEEE Conferences"
"CLIP meets GamePhysics: Towards bug identification in gameplay videos using zero-shot transfer learning","M. R. Taesiri; F. Macklon; C. -P. Bezemer","University of Alberta, Edmonton, AB, Canada; University of Alberta, Edmonton, AB, Canada; University of Alberta, Edmonton, AB, Canada",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","270","281","Gameplay videos contain rich information about how players interact with the game and how the game responds. Sharing gameplay videos on social media platforms, such as Reddit, has become a common practice for many players. Often, players will share game-play videos that showcase video game bugs. Such gameplay videos are software artifacts that can be utilized for game testing, as they provide insight for bug analysis. Although large repositories of gameplay videos exist, parsing and mining them in an effective and structured fashion has still remained a big challenge. In this paper, we propose a search method that accepts any English text query as input to retrieve relevant videos from large repositories of gameplay videos. Our approach does not rely on any external information (such as video metadata); it works solely based on the content of the video. By leveraging the zero-shot transfer capabilities of the Contrastive Language-Image Pre-Training (CLIP) model, our approach does not require any data labeling or training. To evaluate our approach, we present the GamePhysics dataset consisting of 26,954 videos from 1,873 games, that were collected from the GamePhysics section on the Reddit website. Our approach shows promising results in our extensive analysis of simple queries, compound queries, and bug queries, indicating that our approach is useful for object and event detection in gameplay videos. An example application of our approach is as a gameplay video search engine to aid in reproducing video game bugs. Please visit the following link for the code and the data: https://asgaardlab.github.io/CLIPxGamePhysics/","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528438","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796271","video mining;bug reports;software testing;video games","Training;Visualization;Social networking (online);Computer bugs;Transfer learning;Games;Software","","5","","58","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Complex Python Features in the Wild","Y. Yang; A. Milanova; M. Hirzel","Rensselaer Polytechnic Institute, USA; Rensselaer Polytechnic Institute, USA; IBM Research, USA",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","282","293","While Python is increasingly popular, program analysis tooling for Python is lagging. This is due, in part, to complex features of the Python language-features with difficult to understand and model semantics. Besides the “usual suspects”, reflection and dynamic execution, complex Python features include context managers, decorators, and generators, among others. This paper explores how often and in what ways developers use certain complex features. We analyze over 3 million Python files mined from GitHub to address three research questions: (i) How often do developers use certain complex Python features? (ii) In what ways do developers use these features? (iii) Does use of complex features increase or decrease over time? Our findings show that usage of dynamic features that pose a threat to static analysis is infrequent. On the other hand, usage of context managers and decorators is surprisingly widespread. Our actionable result is a list of Python features that any “minimal syntax” ought to handle in order to capture developers' use of the Python language. We hope that understanding the usage of Python features will help tool-builders improve Python tools, which can in turn lead to more correct, secure, and performant Python code.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528467","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796194","Python;AST","Codes;Semantics;Static analysis;Syntactics;Software;Reflection;Generators","","4","","28","","21 Jun 2022","","","IEEE","IEEE Conferences"
"ManyTypes4TypeScript: A Comprehensive TypeScript Dataset for Sequence-Based Type Inference","K. Jesse; P. T. Devanbu","University of California, Davis, Davis, CA, USA; University of California, Davis, Davis, CA, USA",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","294","298","In this paper, we present ManyTypes4TypeScript, a very large corpus for training and evaluating machine-learning models for sequence-based type inference in TypeScript. The dataset includes over 9 million type annotations, across 13,953 projects and 539,571 files. The dataset is approximately 10x larger than analogous type inference datasets for Python, and is the largest available for Type-Script. We also provide API access to the dataset, which can be integrated into any tokenizer and used with any state-of-the-art sequence-based model. Finally, we provide analysis and performance results for state-of-the-art code-specific models, for baselining. ManyTypes4TypeScript is available on Huggingface, Zenodo, and CodeXGLUE.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528507","NSF(grant numbers:1414172); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796285","Type Inference;Machine Learning;TypeScript;Code Properties","Training;Measurement;Analytical models;Annotations;Machine learning;Software;Data mining","","2","","34","CCBY","21 Jun 2022","","","IEEE","IEEE Conferences"
"METHODS2TEST: A dataset of focal methods mapped to test cases","M. Tufano; S. K. Deng; N. Sundaresan; A. Svyatkovskiy","Microsoft, Redmond, WA, USA; Microsoft, Redmond, WA, USA; Microsoft, Redmond, WA, USA; Microsoft, Redmond, WA, USA",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","299","303","Unit testing is an essential part of the software development process, which helps to identify issues with source code in early stages of development and prevent regressions. Machine learning has emerged as viable approach to help software developers generate automated unit tests. However, generating reliable unit test cases that are semantically correct and capable of catching software bugs or unintended behavior via machine learning requires large, metadata-rich, datasets. In this paper we present Methods2Test: a large, supervised dataset of test cases mapped to corresponding methods under test (i.e., focal methods). This dataset contains 780,944 pairs of JUnit tests and focal methods, extracted from a total of 91,385 Java open source projects hosted on GitHub with licenses permitting re-distribution. The main challenge behind the creation of the Methods2Test was to establish a reliable mapping between a test case and the relevant focal method. To this aim, we designed a set of heuristics, based on developers' best practices in software testing, which identify the likely focal method for a given test case. To facilitate further analysis, we store a rich set of metadata for each method-test pair in JSON-formatted files. Additionally, we extract textual corpus from the dataset at different context levels, which we provide both in raw and tokenized forms, in order to enable researchers to train and evaluate machine learning models for Automated Test Generation. Methods2Test is publicly available at: https://github.com/microsoft/methods2test","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796371","datasets;software testing","Software testing;Java;Machine learning;Metadata;Software reliability","","17","","28","","21 Jun 2022","","","IEEE","IEEE Conferences"
