"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"microSecEnD: A Dataset of Security-Enriched Dataflow Diagrams for Microservice Applications","S. Schneider; T. Özen; M. Chen; R. Scandariato","Hamburg University of Technology, Hamburg, Germany; Hamburg University of Technology, Hamburg, Germany; Hamburg University of Technology, Hamburg, Germany; Hamburg University of Technology, Hamburg, Germany",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","125","129","Dataflow diagrams (DFDs) are useful resources in securing applications since they show a software system’s architecture and allow assessing architectural security and weaknesses. Enriching them with annotations about implemented security features further strengthens this ability. This is especially true for microservice applications, as their most pressing security concerns stem from their separation into multiple services. Researchers need data to work on these issues and enhance microservices’ architectural security. In this work, we present microSecEnD, a dataset of 17 manually created DFDs that are extensively annotated with information on implemented security features. We provide traceability for all model items. Further, a mapping to a list of 17 architectural security best-practices is provided. Finally, for each best-practice that an application violates, we present a model variant that does adhere to it.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174132","microservices;security;dataflow diagrams;dataset","Annotations;Microservice architectures;Pressing;Computer architecture;Software;Security;Data mining","","13","","20","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Wasmizer: Curating WebAssembly-driven Projects on GitHub","A. Nicholson; Q. Stiévenart; A. Mazidi; M. Ghafari","University of Auckland, New Zealand; Université du Québec à Montréal, Canada; TU Clausthal, Germany; TU Clausthal, Germany",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","130","141","WebAssembly has attracted great attention as a portable compilation target for programming languages. To facilitate in-depth studies about this technology, we have deployed Wasmizer, a tool that regularly mines GitHub projects and makes an up-to-date dataset of WebAssembly sources and their binaries publicly available. Presently, we have collected 2540 C and C++ projects that are highly-related to WebAssembly, and built a dataset of 8915 binaries that are linked to their source projects. To demonstrate an application of this dataset, we have investigated the presence of eight WebAssembly compilation smells in the wild.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174194","WebAssembly;dataset;compilation smells","Computer languages;C++ languages;Software;Data mining;Software development management","","","","20","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Feature Toggle Usage Patterns: A Case Study on Google Chromium","T. Rahman","Gannon University, Erie, PA, USA",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","142","147","Feature toggles control the state of features and allow exposing unfinished features to a reduced cohort of users without affecting the general software operation. It is basically a variable used in if conditions to control the flow of program execution. Since there is no universal standard of using feature toggles established yet, developers write code around feature toggles and use them spontaneously. Certain usage patterns of feature toggles may even lead to code smells. In this short paper I introduce six different toggle usage patterns from Google Chromium and discuss the possible reasons, consequences, and detection methods. I further conduct a mixed-method approach to analyze them. Since this study is still in progress, I report the early results only for the three most commonly appeared usage patterns. I validate the quantitative findings with the qualitative results obtained by interviewing 15 Google developers. I found that there are 3.1K toggles present in 38 components of Chromium. In the median case, nested toggles are shared by 5 different files, spread toggles span 2 different components, and dead toggles cover an average of 4 lines of code (loc).Novel aspects:- Although usage patterns of C pre-processors (#ifdefs) are studied in the past, I did not find any study particularly focusing on the run-time feature toggles usage patterns. Hence, I have been inspired to do an exploratory study to investigate different usage patterns of feature toggles. I chose Google Chromium as a case study at this point since Google developers use feature toggles extensively.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174200","Fault-prone Component;Random Forest;Fault Prediction;Fault Evolution","Codes;Focusing;Forestry;Chromium;Software;Internet;Data mining","","1","","25","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"On Codex Prompt Engineering for OCL Generation: An Empirical Study","S. Abukhalaf; M. Hamdaqa; F. Khomh","Department of Computer and Software Engineering, Software and Emerging Technologies Lab (SAET), Polytechnique Montréal, Montréal, Canada; Department of Computer and Software Engineering, Software and Emerging Technologies Lab (SAET), Polytechnique Montréal, Montréal, Canada; Department of Computer and Software Engineering, SoftWare Analytics and Technologies Lab (SWAT), Polytechnique Montréal, Montréal, Canada",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","148","157","The Object Constraint Language (OCL) is a declarative language that adds constraints and object query expressions to Meta-Object Facility (MOF) models. OCL can provide precision and conciseness to UML models. Nevertheless, the unfamiliar syntax of OCL has hindered its adoption by software practitioners. LLMs, such as GPT-3, have made significant progress in many NLP tasks, such as text generation and semantic parsing. Similarly, researchers have improved on the downstream tasks by fine-tuning LLMs for the target task. Codex, a GPT-3 descendant by OpenAI, has been fine-tuned on publicly available code from GitHub and has proven the ability to generate code in many programming languages, powering the AI-pair programmer Copilot. One way to take advantage of Codex is to engineer prompts for the target downstream task. In this paper, we investigate the reliability of the OCL constraints generated by Codex from natural language specifications. To achieve this, we compiled a dataset of 15 UML models and 168 specifications from various educational resources. We manually crafted a prompt template with slots to populate with the UML information and the target task in the prefix format to complete the template with the generated OCL constraint. We used both zero- and few-shot learning methods in the experiments. The evaluation is reported by measuring the syntactic validity and the execution accuracy metrics of the generated OCL constraints. Moreover, to get insight into how close or natural the generated OCL constraints are compared to human-written ones, we measured the cosine similarity between the sentence embedding of the correctly generated and human-written OCL constraints. Our findings suggest that by enriching the prompts with the UML information of the models and enabling few-shot learning, the reliability of the generated OCL constraints increases. Furthermore, the results reveal a close similarity based on sentence embedding between the generated OCL constraints and the human-written ones in the ground truth, implying a level of clarity and understandability in the generated OCL constraints by Codex.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00033","Canadian Institute for Advanced Research; Science and Engineering Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173990","Codex;Prompt Engineering;Object Constraint Language (OCL);Code Generation;Large Language Models","Productivity;Codes;Unified modeling language;Semantics;Syntactics;Writing;Reliability engineering","","19","","29","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Cross-Domain Evaluation of a Deep Learning-Based Type Inference System","B. Gruner; T. Sonnekalb; T. S. Heinze; C. -A. Brust","Institute of Data Science, German Aerospace Center, Jena, Germany; Institute of Data Science, German Aerospace Center, Jena, Germany; Gera-Eisenach, Cooperative University, Gera, Germany; Institute of Data Science, German Aerospace Center, Jena, Germany",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","158","169","Optional type annotations allow for enriching dynamic programming languages with static typing features like better Integrated Development Environment (IDE) support, more precise program analysis, and early detection and prevention of type-related runtime errors. Machine learning-based type inference promises interesting results for automating this task. However, the practical usage of such systems depends on their ability to generalize across different domains, as they are often applied outside their training domain.In this work, we investigate Type4Py as a representative of state-of-the-art deep learning-based type inference systems, by conducting extensive cross-domain experiments. Thereby, we address the following problems: class imbalances, out-of-vocabulary words, dataset shifts, and unknown classes.To perform such experiments, we use the datasets Many-Types4Py and CrossDomainTypes4Py. The latter we introduce in this paper. Our dataset enables the evaluation of type inference systems in different domains of software projects and has over 1,000,000 type annotations mined on the platforms GitHub and Libraries. It consists of data from the two domains web development and scientific calculation.Through our experiments, we detect that the shifts in the dataset and the long-tailed distribution with many rare and unknown data types decrease the performance of the deep learning-based type inference system drastically. In this context, we test unsupervised domain adaptation methods and fine-tuning to overcome these issues. Moreover, we investigate the impact of out-of-vocabulary words.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00034","Ministry of Economy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174049","type inference;dataset;cross-domain;python;long-tailed;out-of-vocabulary;repository mining;deep learning","Training;Runtime;Annotations;Feature extraction;Software;Libraries;Dynamic programming","","1","","53","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Enriching Source Code with Contextual Data for Code Completion Models: An Empirical Study","T. van Dam; M. Izadi; A. van Deursen","Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","170","182","Transformer-based pre-trained models have recently achieved great results in solving many software engineering tasks including automatic code completion which is a staple in a developer’s toolkit. While many have striven to improve the code-understanding abilities of such models, the opposite – making the code easier to understand – has not been properly investigated. In this study, we aim to answer whether making code easier to understand through using contextual data improves the performance of pre-trained code language models for the task of code completion. We consider type annotations and comments as two common forms of additional contextual information that often help developers understand code better. For the experiments, we study code completion in two granularity levels; token and line completion and take three recent and large-scale language models for source code: UniXcoder, CodeGPT, and InCoder with five evaluation metrics. Finally, we perform the Wilcoxon Signed Rank test to gauge significance and measure the effect size. Contrary to our expectations, all models perform better if type annotations are removed (albeit the effect sizes are small). For comments, we find that the models perform better in the presence of multi-line comments (again with small effect sizes). Based on our observations, we recommend making proper design choices when training, fine-tuning, or simply selecting such models given the intended data and application. Better evaluations and multimodal techniques can also be further investigated to improve the practicality and accuracy of auto-completions.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00035","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173864","Code Completion;Transformers;Pre-trained Language Models;Context;Empirical Software Engineering","Training;Codes;Annotations;Source coding;Transformers;Data models;Software","","9","","48","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Model-Agnostic Syntactical Information for Pre-Trained Programming Language Models","I. Saberi; F. H. Fard","Department of Computer Science, Mathematics, Physics and Statistics, The University of British Columbia, Kelowna, Canada; Department of Computer Science, Mathematics, Physics and Statistics, The University of British Columbia, Kelowna, Canada",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","183","193","Pre-trained Programming Language Models (PPLMs) achieved many recent states of the art results for many code-related software engineering tasks. Though some studies use data flow or propose tree-based models that utilize Abstract Syntax Tree (AST), most PPLMs do not fully utilize the rich syntactical information in source code. Still, the input is considered a sequence of tokens. There are two issues; the first is computational inefficiency due to the quadratic relationship between input length and attention complexity. Second, any syntactical information, when needed as an extra input to the current PPLMs, requires the model to be pre-trained from scratch, wasting all the computational resources already used for pre-training the current models. In this work, we propose Named Entity Recognition (NER) adapters, lightweight modules that can be inserted into Transformer blocks to learn type information extracted from the AST. These adapters can be used with current PPLMs such as CodeBERT, GraphCodeBERT, and CodeT5. We train the NER adapters using a novel Token Type Classification objective function (TTC). We insert our proposed work in CodeBERT, building CodeBERTER, and evaluate the performance on two tasks of code refinement and code summarization. CodeBERTER improves the accuracy of code refinement from 16.4 to 17.8 while using 20% of training parameter budget compared to the fully fine-tuning approach, and the BLEU score of code summarization from 14.75 to 15.90 while reducing 77% of training parameters compared to the fully fine-tuning approach.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00036","Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173960","Adapters;Pre-trained Programming Language Models","Training;Adaptation models;Computer languages;Codes;Computational modeling;Source coding;Syntactics","","3","","50","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"An Empirical Study of High Performance Computing (HPC) Performance Bugs","M. A. Kalam Azad; N. Iqbal; F. Hassan; P. Roy","Department of Computer and Information Science, University of Michigan - Dearborn, Michigan, USA; Department of Computer and Information Science, University of Michigan - Dearborn, Michigan, USA; Department of Computer and Information Science, University of Michigan - Dearborn, Michigan, USA; Department of Computer and Information Science, University of Michigan - Dearborn, Michigan, USA",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","194","206","Performance efficiency and scalability are the major design goals for high performance computing (HPC) applications. However, it is challenging to achieve high efficiency and scalability for such applications due to complex underlying hardware architecture, inefficient algorithm implementation, suboptimal code generation by the compilers, inefficient parallelization, and so on. As a result, the HPC community spends a significant effort detecting and fixing the performance bugs frequently appearing in scientific applications. However, it is important to accumulate the experience to guide the scientific software engineering community to write performance-efficient code.In this paper, we investigate open-source HPC applications to categorize the performance bugs and their fixes and measure the programmer’s effort and experience to fix them. For this purpose, we first perform a large-scale empirical analysis on 1729 HPC performance commits collected from 23 real-world projects. Through our manual analysis, we identify 186 performance issues from these projects. Furthermore, we study the root cause of these performance issues and generate a performance bug taxonomy for HPC applications. Our analysis identifies that inefficient algorithm implementation (39.3%), inefficient code for target micro-architecture (31.2%), and missing parallelism and inefficient parallelization (14.5%) are the top three most prevalent categories of performance issues for HPC applications. Additionally, to understand how the performance bugs are fixed, we analyze the performance fix commits and categorize them into eight performance fix types. We further measure the developer’s efforts and expertise required to fix performance bugs. The analysis identified that performance bug fixes are complicated with a median patch size (LOC) of 35 lines and are mostly fixed by experienced developers.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00037","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174003","Empirical Study;HPC;Performance Bugs;Performance Optimization","Codes;Scalability;High performance computing;Computer bugs;Taxonomy;Software algorithms;Manuals","","6","","70","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"What Happens When We Fuzz? Investigating OSS-Fuzz Bug History","B. N. Keller; B. S. Meyers; A. Meneely","Department of Software Engineering, Rochester Institute of Technology, Rochester, NY; Department of Software Engineering, Rochester Institute of Technology, Rochester, NY; Department of Software Engineering, Rochester Institute of Technology, Rochester, NY",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","207","217","BACKGROUND: Software engineers must be vigilant in preventing and correcting vulnerabilities and other critical bugs. In servicing this need, numerous tools and techniques have been developed to assist developers. Fuzzers, by autonomously generating inputs to test programs, promise to save time by detecting memory corruption, input handling, exception cases, and other issues.AIMS: The goal of this work is to empower developers to prioritize their quality assurance by analyzing the history of bugs generated by OSS-Fuzz. Specifically, we examined what has happened when a project adopts fuzzing as a quality assurance practice by measuring bug lifespans, learning opportunities, and bug types.METHOD: We analyzed 44,102 reported issues made public by OSS-Fuzz prior to March 12, 2022. We traced the Git commit ranges reported by repeated fuzz testing to the source code repositories to identify how long fuzzing bugs remained in the system, who fixes these bugs, and what types of problems fuzzers historically have found. We identified the bug-contributing commits to estimate when the bug containing code was introduced, and measure the timeline from introduction to detection to fix.RESULTS: We found that bugs detected in OSS-Fuzz have a median lifespan of 324 days, but that bugs, once detected, only remain unaddressed for a median of 2 days. Further, we found that of the 8,099 issues for which a source committing author can be identified, less than half (45.9%) of issues were fixed by the same author that introduced the bug.CONCLUSIONS: The results show that fuzzing can be used to makes a positive impact on a project that takes advantage in terms of their ability to address bugs in a time frame conducive to fixing mistakes prior to a product release. However, the rate at which we find authors are not correcting their own errors suggests that not all developers are benefiting from the learning opportunities provided by fuzzing feedback.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00038","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174067","software security;fuzzing;vulnerability remediation;data mining","Quality assurance;Codes;Source coding;Computer bugs;Fuzzing;Software;History","","2","","38","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Semantically-enriched Jira Issue Tracking Data","T. Diamantopoulos; D. -N. Nastos; A. Symeonidis","Electrical and Computer Engineering Dept., Aristotle University of Thessaloniki, Thessaloniki, Greece; Electrical and Computer Engineering Dept., Aristotle University of Thessaloniki, Thessaloniki, Greece; Electrical and Computer Engineering Dept., Aristotle University of Thessaloniki, Thessaloniki, Greece",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","218","222","Current state of practice dictates that software developers host their projects online and employ project management systems to monitor the development of product features, keep track of bugs, and prioritize task assignments. The data stored in these systems, if their semantics are extracted effectively, can be used to answer several interesting questions, such as finding who is the most suitable developer for a task, what the priority of a task should be, or even what is the actual workload of the software team. To support researchers and practitioners that work towards these directions, we have built a system that crawls data from the Jira management system, performs topic modeling on the data to extract useful semantics and stores them in a practical database schema. We have used our system to retrieve and analyze 656 projects of the Apache Software Foundation, comprising data from more than a million Jira issues.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00039","Horizon Europe; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174143","Mining Software Repositories;Task Management;Jira Issues;Topic Modeling;BERT","Source coding;Semantics;Computer bugs;Project management;Software;Data mining;Task analysis","","7","","38","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"HasBugs - Handpicked Haskell Bugs","L. Applis; A. Panichella","Software Engineering Research Group (SERG), Delft University of Technology, Delft, Netherlands; Software Engineering Research Group (SERG), Delft University of Technology, Delft, Netherlands",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","223","227","We present HasBugs, an extensible and manually-curated dataset of real-world 25 Haskell Bugs from 6 open source repositories. We provide a faulty, tested, and fixed version of each bug in our dataset with reproduction packages, description, and bug context. For technical users, the dataset is meant to either help researchers adapt techniques from other programming languages to Haskell or to provide a human-verified gold standard for tools evaluation and enable future reproducibility. We also see applicability for qualitative research, e.g., by analysis of bug lifecycles and comparison to other languages. We provide a companion website for easy access and overview under https://ciselab.github.io/HasBugs/.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174017","","Computer languages;Codes;Computer bugs;Static analysis;Manuals;Benchmark testing;Software","","3","","22","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"An Empirical Study on the Performance of Individual Issue Label Prediction","J. Heo; S. Lee","Department of AI Convergence Engineering, Gyeongsang National University, Jinju, Republic of Korea; Department of AI Convergence Engineering Department of Aerospace and Software Engineering, Gyeongsang National University, Jinju, Republic of Korea",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","228","233","In GitHub, open-source software (OSS) developers label issue reports. As issue labeling is a labor-intensive manual task, automatic approaches have developed to label issue reports. However, those approaches have shown limited performance. Therefore, it is necessary to analyze the performance of predicting labels for an issue report. Understanding labels with high performance and those with low performance can help improve the performance of automatic issue labeling tasks. In this paper, we investigate the performance of individual label prediction. Our investigation uncovers labels with high performance and those with low performance. Our results can help researchers to understand the different characteristics of labels and help developers to develop a unified approach that combines several effective approaches for different kinds of issues.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00041","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174030","Issue Classification;Empirical Study;Github;Issue Report;Label Prediction;Performance Analysis;Labeling","Manuals;Labeling;Data mining;Task analysis;Open source software;Software development management","","1","","28","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Investigating the Resolution of Vulnerable Dependencies with Dependabot Security Updates","H. Mohayeji; A. Agaronian; E. Constantinou; N. Zannone; A. Serebrenik","Eindhoven University of Technology, Eindhoven, The Netherlands; Eindhoven University of Technology, Eindhoven, The Netherlands; University of Cyprus, Nicosia, Cyprus; Eindhoven University of Technology, Eindhoven, The Netherlands; Eindhoven University of Technology, Eindhoven, The Netherlands",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","234","246","Modern software development practices increasingly rely on third-party libraries due to the inherent benefits of reuse. However, libraries may contain security vulnerabilities that can propagate to the dependent applications. To counter this, maintainers of dependent projects should monitor their dependencies and security reports to ensure that only patched releases of the upstream applications are in use. As manual maintenance of dependencies has shown to be ineffective, several automated tools (aka bots) have been proposed to assist developers in rapidly identifying and resolving vulnerable dependencies. In this work, we focus on Dependabot, a popular bot providing security and version updates, and study developers’ receptivity to its security updates in engineered and actively maintained JavaScript projects. Moreover, we carry out a fine-grained analysis of the lifecycle of every vulnerability to manifest how they are dealt with in the presence of Dependabot. Our findings show that the task of fixing vulnerable dependencies is, to a large extent, delegated to Dependabot and that developers merge the majority of security updates within several days. On the other hand, when developers do not merge a security update, they usually address the identified vulnerability manually. This approach, however, often takes up to several months which in turn could expose the projects to security issues.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174082","Dependency Management;Security;Bot;Depend-abot","Pipelines;Manuals;Chatbots;Software;Libraries;Security;Task analysis","","4","","71","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Unveiling the Relationship Between Continuous Integration and Code Coverage","D. Saraiva; D. A. Da Costa; U. Kulesza; G. Sizílio; J. G. Neto; R. Coelho; M. Nagappan","Federal University of Rio Grande Do Norte, Brazil; University of Otago, New Zealand; Federal University of Rio Grande Do Norte, Brazil; Federal University of Rio Grande Do Norte, Brazil; Federal University of Rio Grande Do Norte, Brazil; Federal University of Rio Grande Do Norte, Brazil; University of Waterloo, Canada",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","247","259","Continuous integration (CI) is a software engineering practice that advocates the frequent integration of software through an automated build process. Existing research has explored the benefits of CI, such as detecting errors earlier in the software life-cycle. Although CI heavily focuses on automated tests, it is still unclear whether CI is associated with better code coverage, which could be a major benefit of using CI. To investigate whether CI is associated with an improvement in code coverage, our work compares 30 projects that adopted CI (CI projects) and 30 projects that have never adopted CI (NOCI projects). In total, we studied 1,440 versions from different projects to analyze trends in code coverage related to CI. While evaluating trends of code coverage within CI and NOCI projects, we observe more projects with rising trends of code coverage in CI projects (50%) than NOCI projects (10%). Moreover, the maintaining trends are different, as CI projects tend to stabilize at a higher code coverage rate than NOCI projects. Investigating the CI projects alone, the statistical evidences indicate that the adoption of CI is associated with the increase in code coverage. The findings of this study, therefore, reveal a positive association between CI and a higher code coverage rate.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174188","software testing;continuous integration;code coverage;empirical study","Codes;Market research;Software;Data mining;Software engineering","","3","","64","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"EGAD: A moldable tool for GitHub Action analysis","P. Valenzuela-Toledo; A. Bergel; T. Kehrer; O. Nierstrasz","Software Engineering Group, University of Bern, Bern, Switzerland; RelationalAI, Bern, Switzerland; Software Engineering Group, University of Bern, Bern, Switzerland; Feenk GmbH, Wabern, Switzerland",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","260","264","GitHub Actions (GA) enjoy increasing popularity in many software development projects as a means to automate repetitive software engineering tasks by enabling programmable event-driven workflows. Researchers typically analyze GA at the raw data level using batch tools to mine and analyze actions, jobs, and steps within GA workflows. Although this approach is widely applicable, it ignores the specific context of the GA workflow domain. Consequently, researchers do not reason directly about the domain abstractions.We present our preliminary steps in building EGAD (Explorable GitHub Action Domain Model), a moldable domain-specific tool to depict and analyze detailed GA workflow data. EGAD consists of an explorable domain model of GA workflows augmented with custom, domain-specific views, and live narratives. We illustrate EGAD in action using it to explore ""sticky commits"" in GitHub repositories.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173982","GitHub Actions;software evolution;moldable development","Analytical models;Buildings;Software;Data models;Data mining;Task analysis;Software development management","","4","","28","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"The Atlassian Data Lake: consolidating enriched software development data in a single, queryable system","A. Friedman; R. Dhupelia; B. Jackson","Atlassian, Sydney, Australia; Atlassian, Sydney, Australia; Atlassian, Sydney, Australia",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","265","266","Software teams are under continuous pressure to work effectively and achieve a high bar of performance. The data contained within software development lifecycle tools presents the opportunity to obtain visibility into DevOps metrics [12] , Flow metrics [17] , and other signals that provide insights into team effectiveness [14] . Such tool-based data can complement other information sources, such as employee surveys, towards a comprehensive picture of organization and team health [13] . Moreover, managing work across multiple teams requires a high level of visibility into the work of those teams, to inform decisions on team velocity, resource allocation, and return on investment. Since much of the work is conducted in software development tools, they are an essential source for consolidating and presenting a clear picture of that work. As organizations strive to rip the benefits that location flexibility offers for employee outcomes [3] and shift to hybrid or remote work, the reliance on software development tools to obtain that level of visibility is likely to increase.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00045","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174105","Data lake;CDC;Software Analytics","Measurement;Surveys;Organizations;Big Data applications;Software;Remote working;Resource management","","1","","22","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Are We Speeding Up or Slowing Down? On Temporal Aspects of Code Velocity","G. Kudrjavets; N. Nagappan; A. Rastogi","University of Groningen, Groningen, Netherlands; Meta Platforms, Inc., Menlo Park, CA, USA; University of Groningen, Groningen, Netherlands",2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),"12 Jul 2023","2023","","","267","271","This paper investigates how the duration of various code review periods changes over a projects’ lifetime. We study four open-source software (OSS) projects: Blender, FreeBSD, LLVM, and Mozilla. We mine and analyze the characteristics of 283,235 code reviews that cover, on average, seven years’ worth of development. Our main conclusion is that neither the passage of time or the project’s size impact code velocity. We find that (a) the duration of various code review periods (time-to-first-response, time-to-accept, and time-to-merge) for FreeBSD, LLVM, and Mozilla either becomes shorter or stays the same; no directional trend is present for Blender, (b) an increase in the size of the code bases (annually 3–17%) does not accompany a decrease in code velocity, and (c) for FreeBSD, LLVM, and Mozilla, the 30-day moving median stays in a fixed range for time-to-merge. These findings do not change with variabilities in code churn metrics, such as the number of commits or distinct authors of code changes.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00046","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173977","Code review;code velocity;developer productivity","Productivity;Measurement;Codes;Market research;Data mining;Open source software","","2","","39","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
