"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"What Do Contribution Guidelines Say About Software Testing?","B. Falcucci; F. Gomide; A. Hora","Department of Computer Science, UFMG, Belo Horizonte, Brazil; Department of Computer Science, UFMG, Belo Horizonte, Brazil; Department of Computer Science, UFMG, Belo Horizonte, Brazil",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","434","438","Software testing plays a crucial role in the contribution process of open-source projects. For example, contributions introducing new features are expected to include tests, and contributions with tests are more likely to be accepted. Although most real-world projects require contributors to write tests, the specific testing practices communicated to contributors remain unclear. In this paper, we present an empirical study to understand better how software testing is approached in contribution guidelines. We analyze the guidelines of 200 Python and JavaScript open-source software projects. We find that $78 \%$ of the projects include some form of test documentation for contributors. Test documentation is located in multiple sources, including CONTRIBUTING files ($\mathbf{5 8 \%}$), external documentation ($\mathbf{2 4 \%}$), and README files ($\mathbf{8 \%}$). Furthermore, test documentation commonly explains how to run tests ($83.5 \%$), but less often provides guidance on how to write tests $(37 \%)$. It frequently covers unit tests $(71 \%)$, but rarely addresses integration ($\mathbf{2 0. 5 \%}$) and end-to-end tests ($\mathbf{1 5. 5 \%}$). Other key testing aspects are also less frequently discussed: test coverage ($\mathbf{2 5. 5 \%}$) and mocking ($\mathbf{9. 5 \%}$). We conclude by discussing implications and future research.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00073","EMI; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025800","Software Testing;Contribution Guidelines;Empirical Studies;GitHub","Software testing;Documentation;Data mining;Open source software;Guidelines;Software development management;Python","","","","21","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Measuring InnerSource Value","C. de Silva; D. I. Cortázar","FINOS Innersource SIG Lead Citibank, London, United Kingdom; Bitergia, Madrid, Spain",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","439","440","InnerSource practices, inspired by open source methodologies, offer significant value to organizations by fostering software reuse, improving collaboration, and eliminating inefficiencies [1]. However, quantifying this value is essential to justify investments and sustain InnerSource initiatives. This paper presents a framework to measure the impact of InnerSource projects in the financial industry defining four key areas and their corresponding data gathering strategies. It focuses on metrics for cost savings through reuse, enhanced time-to-market, reduced maintenance expenses, and improved engineering health. By leveraging automated tools, surveys, and analytical models, organizations can assess the financial benefits of InnerSource contributions while fostering transparency and collaboration among teams [2]. This approach provides actionable insights to drive strategic decisions and optimize software development processes.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025738","financial industry;innersource;value","Surveys;Collaboration;Organizations;Maintenance;Software measurement;Data mining;Software reusability;Financial industry;Software development management;Investment","","","","4","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"CoUpJava: A Dataset of Code Upgrade Histories in Open-Source Java Repositories","K. Jiang; B. Jin; P. Nie","University of Waterloo, Waterloo, Canada; University of Waterloo, Waterloo, Canada; University of Waterloo, Waterloo, Canada",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","441","445","Modern programming languages are constantly evolving, introducing new language features and APIs to enhance software development practices. Software developers often face the tedious task of upgrading their codebase to new programming language versions. Recently, large language models (LLMs) have demonstrated potential in automating various code generation and editing tasks, suggesting their applicability in automating code upgrade. However, there exists no benchmark for evaluating the code upgrade ability of LLMs, as distilling code changes related to programming language evolution from real-world software repositories’ commit histories is a complex challenge. In this work, we introduce CoUpJava, the first large-scale dataset for code upgrade, focusing on the code changes related to the evolution of Java. CoUpJava comprises 10,697 code upgrade samples, distilled from the commit histories of 1,379 open-source Java repositories and covering Java versions 7–23. The dataset is divided into two subsets: CoUpJava-FINE, which captures fine-grained method-level refactorings towards new language features; and CoUpJava-COARSE, which includes coarse-grained repository-level changes encompassing new language features, standard library APIs, and build configurations. Our proposed dataset provides high-quality samples by filtering irrelevant and noisy changes and verifying the compilability of upgraded code. Moreover, CoUpJava reveals diversity in code upgrade scenarios, ranging from small, fine-grained refactorings to large-scale repository modifications.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00075","Natural Sciences and Engineering Research Council of Canada; University of Waterloo; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025747","Code upgrade;software evolution;Java;dataset;benchmark","Java;Computer languages;Codes;Benchmark testing;Software;Libraries;History;Noise measurement;Standards;Software development management","","","","32","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"EvoChain: A Framework for Tracking and Visualizing Smart Contract Evolution","I. Qasse; M. Hamdaqa; B. Þ. Jónsson","Department of Computer Science, Reykjavik University, Reykjavik, Iceland; Department of Computer Science, Reykjavik University, Reykjavik, Iceland; Department of Computer Science, Reykjavik University, Reykjavik, Iceland",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","446","450","Tracking the evolution of smart contracts is challenging due to their immutable nature and complex upgrade mechanisms. We introduce EvoChain, a comprehensive framework and dataset designed to track and visualize smart contract evolution. Building upon data from our previous empirical study, EvoChain models contract relationships using a Neo4j graph database and provides an interactive web interface for exploration. The framework consists of a data layer, an API layer, and a user interface layer. EvoChain allows stakeholders to analyze contract histories, upgrade paths, and associated vulnerabilities by leveraging these components. Our dataset encompasses approximately 1.3 million upgradeable proxies and nearly 15,000 historical versions, enhancing transparency and trust in blockchain ecosystems by providing an accessible platform for understanding smart contract evolution.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025638","Proxy Contracts;Smart Contracts;Immutability;Software Maintenance;Versions","Software maintenance;Databases;Smart contracts;Ecosystems;Data visualization;Data models;Blockchains;Stakeholders;Security;Predictive analytics","","","","23","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"CoDocBench: A Dataset for Code-Documentation Alignment in Software Maintenance","K. Pai; P. Devanbu; T. Ahmed","University of California, Davis, USA; University of California, Davis, USA; University of California, Davis, USA",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","451","455","One of the central tasks in software maintenance is being able to understand and develop code changes. Thus, given a natural language description of the desired new operation of a function, an agent (human or AI) might be asked to generate the set of edits to that function to implement the desired new operation; likewise, given a set of edits to a function, an agent might be asked to generate a changed description, of that function’s new workings. Thus, there is an incentive to train a neural model for change-related tasks. Motivated by this, we offer a new, “natural”, large dataset of coupled changes to code and documentation mined from actual high-quality GitHub projects, where each sample represents a single commit where the code and the associated docstring were changed together. We present the methodology for gathering the dataset, and some sample, challenging (but realistic) tasks where our dataset provides opportunities for both learning and evaluation. We find that current models (specifically Llama-3.1 405B, Mixtral $8 \times 22 \mathrm{~B}$) do find these maintenance-related tasks challenging.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00077","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025763","llms;code generation;docstring generation","Software maintenance;Codes;Source coding;Natural languages;Documentation;Data mining;Artificial intelligence;Software development management","","","","18","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"RefExpo: Unveiling Software Project Structures through Advanced Dependency Graph Extraction","V. Haratian; P. Derakhshanfar; V. Kovalenko; E. Tüzün","Bilkent University, Ankara, Turkey; JetBrains Research, Amsterdam, The Netherlands; JetBrains Research, Amsterdam, The Netherlands; Bilkent University, Ankara, Turkey",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","456","460","The dependency graph (DG) of a software project offers valuable insights for identifying its key components and, hence has been leveraged in numerous studies. Nevertheless, there is a lack of reusable tools for DG extraction. Existing tools are either outdated and difficult to configure, or fail to provide accurate analysis. However, Integrated Development Environments (IDEs) are designed to address the above issues. This study introduces RefExpo2, a reusable DG extraction tool that supports multiple languages, such as Java, Python, and JavaScript. RefExpo is a plugin based on IntelliJ which is a wellmaintained and reputed IDE. In addition, we compile an initial version of our dataset consisting of 20 Java and Python projects. We evaluated RefExpo’s validity at two levels: specific language features and comparisons against other existing tools, which we refer to as the micro and macro levels. Our evaluation shows RefExpo achieving 92% and 100% recall on micro test suites Judge and PyCG for Python and Java, respectively. In macrolevel experiments, RefExpo outperformed existing tools by at least 31 % and 7 % in finding unique and shared results (nonoverlapping and overlapping with other tools). The installable version of RefExpo is available on the IntelliJ marketplace3. Additionally, a short video describing its functionality is available on YouTube 1.1https://youtu.be/eCnPUlj6YgA","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025643","Software Analytics;Dependency Graph;Call Graph;Code Referencing;Software Structure;Software Architecture","Java;Codes;Video on demand;Software architecture;Software;Data mining;Web sites;Reliability;Python;Software development management","","","","37","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"HyperAST: Incrementally Mining Large Source Code Repositories","Q. Le Dilavrec; A. Zaidman","Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","461","464","Modern software systems are large, with a project like Chromium reaching more than 30 million lines of code. Analyzing these large-scale projects over multiple versions rapidly becomes very expensive, and creating tools that can work at this scale is a challenge. This paper presents the HyperAST approach, that exploits the locality and redundancy of source code, to maintain thousands of Syntax Tree (AST) versions in memory. In particular, we contribute a programmatic interface to HyperAST that helps define the incremental computation of code metrics and efficient explorations of the fine-grained abstract syntax representation of source code.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00079","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025775","software repository mining;software maintenance","Measurement;Software maintenance;Codes;Source coding;Redundancy;Syntactics;Chromium;Software systems;Computational efficiency;Data mining","","","","7","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"How Much Do Code Language Models Remember? An Investigation on Data Extraction Attacks Before and After Fine-tuning","F. Salerno; A. Al-Kaswan; M. Izadi","Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","465","477","Code language models, while widely popular, are often trained on unsanitized source code gathered from across the Internet. Previous work revealed that pre-trained models can remember the content of their training data and regurgitate them through data extraction attacks. Due to the large size of current models, only a few entities have the resources for pre-training such models. However, fine-tuning requires fewer resources and is increasingly used by both small and large entities for its effectiveness on specialized data. Such small curated data for finetuning might contain sensitive information or proprietary assets. In this study, we attack both pre-trained and fine-tuned code language models to investigate the extent of data extractability. We first develop a custom benchmark to assess the vulnerability of both pre-training and fine-tuning samples to extraction attacks. Our findings reveal that $54.9 \%$ of extractable pre-training data could be retrieved from StarCoder2-15B, whereas this number decreased to $\mathbf{2 3. 5 \%}$ after fine-tuning. This indicates that finetuning reduces the extractability of pre-training data. However, compared to larger models, fine-tuning smaller models increases their vulnerability to data extraction attacks on fine-tuning data. Given the potential sensitivity of fine-tuning data, this can lead to more severe consequences. Lastly, we also manually analyzed 2000 extractable samples before and after fine-tuning. We also found that data carriers and licensing information are the most likely data categories to be memorized from pre-trained and finetuned models, while the latter is the most likely to be forgotten after fine-tuning.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00080","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025762","Security and privacy;Software and its engineering;LLMs for code;Memorization;Fine-Tuning","Codes;Sensitivity;Source coding;Training data;Benchmark testing;Data models;Software;Data mining;Security;Research and development","","","","48","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Can LLMs Generate Higher Quality Code Than Humans? An Empirical Study","M. T. Jamil; S. Abid; S. Shamail","Department of Computer Science, Lahore University of Management Sciences DHA, Lahore, Pakistan; Department of Software Engineering, National University of Computer and Emerging Sciences Chiniot-Faisalabad Campus, Pakistan; Department of Computer Science, Lahore University of Management Sciences DHA, Lahore, Pakistan",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","478","489","Large Language Models are being extensively used for AI-assisted programming and code generation. The challenge is to ensure that the generated code is not only functionally correct but also safe, reliable and trustworthy. In this direction, we conduct a comprehensive empirical analysis of AI-generated code to assess whether large language models (LLMs) can produce correct and higher-quality code than humans. We evaluate the code quality of 984 code samples generated by GPT-3.5-Turbo and GPT-4 using various prompt types (simple, instructional, and enhanced) against input queries from the HumanEval dataset. We also enhance the HumanEval benchmark by calculating code quality metrics for the human-written code it contains. Code quality metrics are calculated using established tools like Radon, Bandit, Pylint, and Complexipy, with human-written code serving as a baseline for comparison. To quantify performance, we employ the TOPSIS method to rank the models and human code by their proximity to ideal and anti-ideal code quality metrics. Our results demonstrate that GPT-4, when used with advanced prompts, produces code closest to the ideal solution, outperforming human-written code in several key metrics. Our work provides evidence that LLMs, when properly guided, can surpass human developers in generating high-quality code. Our code and datasets are available online.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00081","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025576","Large Language Models (LLMs);AI-assisted programming;code generation;code quality assessment;code quality metrics;trustworthy AI;GPT;HumanEval","Measurement;Codes;Large language models;Radon;Programming;Benchmark testing;Software;Quality assessment;Reliability;Data mining","","","","41","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Prompt Engineering or Fine-Tuning: An Empirical Assessment of LLMs for Code","J. Shin; C. Tang; T. Mohati; M. Nayebi; S. Wang; H. Hemmati","Lassonde School of Engineering, York University, Toronto, Canada; NA; Schulich School of Engineering, University of Calgary, Calgary, Canada; Lassonde School of Engineering, York University, Toronto, Canada; Lassonde School of Engineering, York University, Toronto, Canada; Lassonde School of Engineering, York University, Toronto, Canada",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","490","502","The rapid advancements in large language models (LLMs) have greatly expanded the potential for automated code-related tasks. Two primary methodologies are used in this domain: prompt engineering and fine-tuning. Prompt engineering involves applying different strategies to query LLMs, like Chat-GPT, while fine-tuning further adapts pre-trained models, such as CodeBERT, by training them on task-specific data. Despite the growth in the area, there remains a lack of comprehensive comparative analysis between the approaches for code models. In this paper, we evaluate GPT-4 using three prompt engineering strategies-basic prompting, in-context learning, and taskspecific prompting-and compare it against 17 fine-tuned models across three code-related tasks: code summarization, generation, and translation. Our results indicate that GPT-4 with prompt engineering does not consistently outperform fine-tuned models. For instance, in code generation, GPT-4 is outperformed by finetuned models by 28.3% points on the MBPP dataset. It also shows mixed results for code translation tasks. Additionally, a user study was conducted involving 27 graduate students and 10 industry practitioners. The study revealed that GPT-4 with conversational prompts, incorporating human feedback during interaction, significantly improved performance compared to automated prompting. Participants often provided explicit instructions or added context during these interactions. These findings suggest that GPT-4 with conversational prompting holds significant promise for automated code-related tasks, whereas fully automated prompt engineering without human involvement still requires further investigation.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00082","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025620","Prompt engineering;Fine-tuning;LLM4SE;Empirical study;Survey","Industries;Training;Surveys;Adaptation models;Codes;Translation;Large language models;Software;Data models;Prompt engineering","","","","90","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Drawing Pandas: A Benchmark for LLMs in Generating Plotting Code","T. Galimzyanov; S. Titov; Y. Golubev; E. Bogomolov",JetBrains Research; JetBrains Research; JetBrains Research; JetBrains Research,2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","503","507","This paper introduces the human-curated Pandas-PlotBench dataset, designed to evaluate language models’ effectiveness as assistants in visual data exploration. Our benchmark focuses on generating code for visualizing tabular data—such as a Pandas DataFrame—based on natural language instructions, complementing current evaluation tools and expanding their scope. The dataset includes 175 unique tasks. Our experiments assess several leading Large Language Models (LLMs) across three visualization libraries: Matplotlib, Seaborn, and Plotly. We show that the shortening of tasks has a minimal effect on plotting capabilities, allowing for the user interface that accommodates concise user input without sacrificing functionality or accuracy. Another of our findings reveals that while LLMs perform well with popular libraries like Matplotlib and Seaborn, challenges persist with Plotly, highlighting areas for improvement. We hope that the modular design of our benchmark will broaden the current studies on generating visualizations. Our dataset and benchmark code is available online: https://huggingface. co/datasets/JetBrains-Research/PandasPlotBench; https://github.com/JetBrains-Research/PandasPlotBench.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025695","","Visualization;Codes;Large language models;Natural languages;Data visualization;Benchmark testing;Libraries;Data models;User experience;Software","","","","24","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"SnipGen: A Mining Repository Framework for Evaluating LLMs for Code","D. Rodriguez-Cardenas; A. Velasco; D. Poshyvanyk","Department of Computer Science, William & Mary, Williamsburg, VA; Department of Computer Science, William & Mary, Williamsburg, VA; Department of Computer Science, William & Mary, Williamsburg, VA",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","508","512","Large Language Models (LLMs), such as transformer-based neural networks trained on billions of parameters, have become increasingly prevalent in software engineering (SE). These models, trained on extensive datasets that include code repositories, exhibit remarkable capabilities for SE tasks. However, evaluating their effectiveness poses significant challenges, primarily due to the potential overlap between the datasets used for training and those employed for evaluation. To address this issue, we introduce SnipGen, a comprehensive repository mining framework designed to leverage prompt engineering across various downstream tasks for code generation. SnipGen aims to mitigate data contamination by generating robust testbeds and crafting tailored data points to assist researchers and practitioners in evaluating LLMs for code-related tasks. In our exploratory study, SnipGen mined approximately 227K data points from 338K recent code changes in GitHub commits, focusing on method-level granularity. SnipGen features a collection of prompt templates that can be combined to create a Chain-of-Thought-like sequence of prompts, enabling a nuanced assessment of LLMs’ code generation quality. By providing the mining tool, the methodology, and the dataset, SnipGen empowers researchers and practitioners to rigorously evaluate and interpret LLMs’ performance in software engineering contexts.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025700","Deep learning;code generation;datasets;large language models;evaluation","Training;Codes;Large language models;Neural networks;Transformers;Software;Data mining;Prompt engineering;Software engineering;Software development management","","","","48","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"The Ecosystem of Open-Source Music Production Software – A Mining Study on the Development Practices of VST Plugins on GitHub","B. Andrei; M. V. Merino; I. Malavolta","Informatics Institute University Of Amsterdam, Amsterdam, the Netherlands; Computer Science Department, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands; Computer Science Department, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","513","525","In this study we shed light on a unique and interdisciplinary domain, where music, technology, and human creativity intersect: music production software. Today software technologies are the predominant means of music production, with a vibrant ecosystem for commercial and open-source products. In this work we target VST plugins, the de-facto standard for developing and prototyping music production software. We analyze 15,847 data points over 299 GitHub repositories containing VST plugins. Our results include a systematic quantification of the (i) characteristics of open-source VST projects in terms of, e.g., duration, size, contributors, stars/watchers, licensing, (ii) most used technologies for developing VST plugins, and (iii) code quality and testing practices in VST projects. Our findings provide a comprehensive understanding of the current state of the practice in VST plugins development, highlighting successful projects, opportunities for improvement, and future research directions for software engineering researchers.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00085","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025591","mining software repositories;music production software;empirical software engineering;vst","Systematics;Ecosystems;Production;Software;Data mining;Standards;Creativity;Software development management;Testing;Software engineering","","","","99","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Can LLMs Replace Manual Annotation of Software Engineering Artifacts?","T. Ahmed; P. Devanbu; C. Treude; M. Pradel","University of California, Davis, USA; University of California, Davis, USA; Singapore Management University, Singapore; University of Stuttgart, Germany",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","526","538","Experimental evaluations of software engineering innovations, e.g., tools and processes, often include human-subject studies as a component of a multi-pronged strategy to obtain greater generalizability of the findings. However, human-subject studies in our field are challenging, due to the cost and difficulty of finding and employing suitable subjects, ideally, professional programmers with varying degrees of experience. Meanwhile, large language models (LLMs) have recently started to demonstrate human-level performance in several areas. This paper explores the possibility of substituting costly human subjects with much cheaper LLM queries in evaluations of code and coderelated artifacts. We study this idea by applying six state-of-theart LLMs to ten annotation tasks from five datasets created by prior work, such as judging the accuracy of a natural language summary of a method or deciding whether a code change fixes a static analysis warning. Our results show that replacing some human annotation effort with LLMs can produce inter-rater agreements equal or close to human-rater agreement. To help decide when and how to use LLMs in human-subject studies, we propose model-model agreement as a predictor of whether a given task is suitable for LLMs at all, and model confidence as a means to select specific samples where LLMs can safely replace human annotators. Overall, our work is the first step toward mixed human-LLM evaluations in software engineering.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025652","LLMs;human subjects;evaluation","Technological innovation;Codes;Annotations;Large language models;Natural languages;Static analysis;Manuals;Predictive models;Software;Software engineering","","4","","67","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Investigating the Understandability of Review Comments on Code Change Requests","M. S. Rahman; Z. Codabux; C. K. Roy","Department of Computer Science, University of Saskatchewan, Canada; Department of Computer Science, University of Saskatchewan, Canada; Department of Computer Science, University of Saskatchewan, Canada",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","539","551","Code review is a widely adopted quality assurance practice in software engineering, where expert reviewers assess developers’ code changes before merging. While prior studies have explored review comment quality and usefulness, they often overlook the clarity and understandability of Code Change Request (CCR) comments. Unclear CCR comments can pose significant challenges for developers to address. Therefore, this study investigates the prevalence and impact of confusing or unclear CCR comments and proposes two approaches to enhance CCR communication during code review. Using a dataset of 182 open-source GitHub projects with over 55 K pull requests and 466 K CCR comments, we analyzed how often unclear comments occur and their effects on the review process. Our classifier, built from manually annotated developers’ replies in response to CCR comments, revealed that $24 \%$ of comments led to author confusion. Statistical analysis shows that unclear CCR comments significantly increase resolution time and discussion length, and that pull requests with clear CCR comments are more likely to be addressed and merged. A manual analysis of 400 confusing CCR comments identified six key characteristics, with lack of clarity and unclear rationale being the most common. Our first approach, the confusion classifier, flags authors’ confusion to enable reviewers to clarify ambiguities promptly (recall of 0.96), while the second classifier enables reviewers to evaluate the clarity and understandability of their CCR comments (recall of 0.93). This pioneering study further provides recommendations for enhancing CCR comments and offering a foundation for future research to streamline the review process.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00087","Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025749","Code Review Comments;Code Change Requests;Collaboration;Software Maintenance;Confusion","Software maintenance;Codes;Quality assurance;Reviews;Statistical analysis;Merging;Manuals;Delays;Software engineering;Software development management","","","","82","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Mining a Decade of Event Impacts on Contributor Dynamics in Ethereum: A Longitudinal Study","M. Vaccargiu; S. Aufiero; C. Ba; S. Bartolucci; R. Clegg; D. Graziotin; R. Neykova; R. Tonelli; G. Destefanis","University of Cagliari, Italy; University College London, UK; Queen Mary University of London, UK; University College London, UK; Queen Mary University of London, UK; University of Hohenheim, Germany; Brunel University of London, UK; University of Cagliari, Italy; Brunel University of London, UK",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","552","563","We analyze developer activity across 10 major Ethereum repositories (totaling 129884 commits, 40550 issues) spanning 10 years to examine how events such as technical upgrades, market events, and community decisions impact development. Through statistical, survival, and network analyses, we find that technical events prompt increased activity before the event, followed by reduced commit rates afterwards, whereas market events lead to more reactive development. Core infrastructure repositories like Go-Ethereum exhibit faster issue resolution compared to developer tools, and technical events enhance core team collaboration. Our findings show how different types of events shape development dynamics, offering insights for project managers and developers in maintaining development momentum through major transitions. This work contributes to understanding the resilience of development communities and their adaptation to ecosystem changes.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00088","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025661","mining software repositories;events analysis;time series;open source software","Shape;Ecosystems;Dynamics;Collaboration;Network analyzers;Blockchains;Data mining;Open source software;Software development management;Resilience","","","","44","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Is it Really Fun? Detecting Low Engagement Events in Video Games","E. Guglielmi; G. Bavota; N. Novielli; R. Oliveto; S. Scalabrino","DEVISER @ University of Molise, Italy; SEART @ Software Institute, Università della Svizzera italiana, Switzerland; COLLAB @ Universiy of Bari; DEVISER @ University of Molise, Italy; DEVISER @ University of Molise, Italy",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","564","575","The gaming industry has witnessed remarkable growth in recent years, attracting millions of people who engage in its products both as a hobby and for professional purposes (e.g., e-sports). Video games are software products that have a unique and fundamental requirement: They must be engaging. Previous research introduced approaches aimed at measuring engagement, some of which specifically designed for video games. Such approaches could be useful for practitioners since they can be adopted on the large collection of gameplay videos daily published on platforms such as Twitch and YouTube to allow developers to monitor players’ engagement and detect areas in which it is low. Such specialized approaches have been evaluated on datasets in which the engagement was manually assessed by external evaluators based on the face of the player (we call it perceived engagement). We still do not know whether such approaches can capture the real engagement of players. Also, it is unclear to what extent practitioners would be willing to adopt such approaches in practice. In this paper, we provide two contributions. First, we ran an experiment with human 40 players aimed at defining a dataset of gameplay sessions in which participants self-reported their real engagement after every minute. We captured both their face and the gameplay. Based on this data, we compared state-of-the-art machine learning-based approaches to detect lowly engaging sessions. Our results show that the best model correctly classifies engagement in 74.7% of the cases and ranks video games in terms of their real engagement very similarly to how players would rank them (Spearman ρ = 0.833). Second, to assess the practicality of adopting such approaches in an industrial setting, we conducted two semi-structured interviews with senior game developers, who provided generally positive feedback and interesting insights for future developments.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025681","Gameplay videos;Video Games Quality;Mining software repositories","Industries;Video games;Video on demand;Games;Software;Data mining;Web sites;Interviews;Faces;Monitoring","","","","56","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
